video_id,language,comment_count,percentage,total_comments,total_languages
04VaD6vJ5eA,cs,2,0.51,395,19
04VaD6vJ5eA,nl,2,0.51,395,19
04VaD6vJ5eA,ro,2,0.51,395,19
04VaD6vJ5eA,bn,1,0.25,395,19
04VaD6vJ5eA,et,1,0.25,395,19
04VaD6vJ5eA,pl,1,0.25,395,19
04VaD6vJ5eA,pt,1,0.25,395,19
Rn9jtqxi8Sg,en,1295,169.72,763,21
Rn9jtqxi8Sg,fi,49,6.42,763,21
Rn9jtqxi8Sg,hi,38,4.98,763,21
Rn9jtqxi8Sg,de,33,4.33,763,21
Rn9jtqxi8Sg,ja,33,4.33,763,21
Rn9jtqxi8Sg,fr,28,3.67,763,21
Rn9jtqxi8Sg,es,22,2.88,763,21
Rn9jtqxi8Sg,da,9,1.18,763,21
Rn9jtqxi8Sg,it,9,1.18,763,21
Rn9jtqxi8Sg,mt,9,1.18,763,21
Rn9jtqxi8Sg,cs,7,0.92,763,21
Rn9jtqxi8Sg,et,7,0.92,763,21
Rn9jtqxi8Sg,nl,6,0.79,763,21
Rn9jtqxi8Sg,pl,6,0.79,763,21
Rn9jtqxi8Sg,ro,4,0.52,763,21
Rn9jtqxi8Sg,sv,3,0.39,763,21
Rn9jtqxi8Sg,id,2,0.26,763,21
Rn9jtqxi8Sg,az,1,0.13,763,21
Rn9jtqxi8Sg,bn,1,0.13,763,21
Rn9jtqxi8Sg,pt,1,0.13,763,21
Rn9jtqxi8Sg,sl,1,0.13,763,21
v9MCurTkLMQ,en,189,55.43,341,15
v9MCurTkLMQ,fi,25,7.33,341,15
v9MCurTkLMQ,fr,13,3.81,341,15
v9MCurTkLMQ,hi,9,2.64,341,15
v9MCurTkLMQ,de,7,2.05,341,15
v9MCurTkLMQ,ja,6,1.76,341,15
v9MCurTkLMQ,es,4,1.17,341,15
v9MCurTkLMQ,pl,3,0.88,341,15
v9MCurTkLMQ,cs,2,0.59,341,15
v9MCurTkLMQ,it,2,0.59,341,15
v9MCurTkLMQ,id,1,0.29,341,15
v9MCurTkLMQ,mt,1,0.29,341,15
v9MCurTkLMQ,nl,1,0.29,341,15
v9MCurTkLMQ,sl,1,0.29,341,15
v9MCurTkLMQ,sv,1,0.29,341,15
FuJ1RiLoq-M,en,1270,71.15,1785,26
FuJ1RiLoq-M,ja,52,2.91,1785,26
FuJ1RiLoq-M,fi,46,2.58,1785,26
FuJ1RiLoq-M,hi,46,2.58,1785,26
FuJ1RiLoq-M,de,42,2.35,1785,26
FuJ1RiLoq-M,fr,40,2.24,1785,26
FuJ1RiLoq-M,es,26,1.46,1785,26
FuJ1RiLoq-M,it,18,1.01,1785,26
FuJ1RiLoq-M,pl,12,0.67,1785,26
FuJ1RiLoq-M,da,11,0.62,1785,26
FuJ1RiLoq-M,cs,8,0.45,1785,26
FuJ1RiLoq-M,mt,7,0.39,1785,26
FuJ1RiLoq-M,nl,6,0.34,1785,26
FuJ1RiLoq-M,id,5,0.28,1785,26
FuJ1RiLoq-M,el,4,0.22,1785,26
FuJ1RiLoq-M,hu,3,0.17,1785,26
FuJ1RiLoq-M,ru,3,0.17,1785,26
FuJ1RiLoq-M,et,2,0.11,1785,26
FuJ1RiLoq-M,ko,2,0.11,1785,26
FuJ1RiLoq-M,ro,2,0.11,1785,26
FuJ1RiLoq-M,sl,2,0.11,1785,26
FuJ1RiLoq-M,sv,2,0.11,1785,26
FuJ1RiLoq-M,ar,1,0.06,1785,26
FuJ1RiLoq-M,bn,1,0.06,1785,26
FuJ1RiLoq-M,lt,1,0.06,1785,26
FuJ1RiLoq-M,pt,1,0.06,1785,26
N7csCOeKDs8,en,338,88.95,380,16
N7csCOeKDs8,de,29,7.63,380,16
N7csCOeKDs8,ja,24,6.32,380,16
N7csCOeKDs8,es,22,5.79,380,16
N7csCOeKDs8,fi,11,2.89,380,16
N7csCOeKDs8,nl,6,1.58,380,16
N7csCOeKDs8,mt,5,1.32,380,16
N7csCOeKDs8,pl,5,1.32,380,16
N7csCOeKDs8,fr,3,0.79,380,16
N7csCOeKDs8,hi,3,0.79,380,16
N7csCOeKDs8,bn,2,0.53,380,16
N7csCOeKDs8,cs,2,0.53,380,16
N7csCOeKDs8,it,1,0.26,380,16
N7csCOeKDs8,ro,1,0.26,380,16
N7csCOeKDs8,sl,1,0.26,380,16
N7csCOeKDs8,sv,1,0.26,380,16
45PssTBLYN4,en,857,80.47,1065,23
45PssTBLYN4,fi,55,5.16,1065,23
45PssTBLYN4,fr,50,4.69,1065,23
45PssTBLYN4,hi,40,3.76,1065,23
45PssTBLYN4,ja,37,3.47,1065,23
45PssTBLYN4,es,30,2.82,1065,23
45PssTBLYN4,de,22,2.07,1065,23
45PssTBLYN4,cs,11,1.03,1065,23
45PssTBLYN4,it,7,0.66,1065,23
45PssTBLYN4,mt,7,0.66,1065,23
45PssTBLYN4,nl,5,0.47,1065,23
45PssTBLYN4,pl,5,0.47,1065,23
45PssTBLYN4,da,4,0.38,1065,23
45PssTBLYN4,ro,3,0.28,1065,23
45PssTBLYN4,sl,3,0.28,1065,23
45PssTBLYN4,sv,3,0.28,1065,23
45PssTBLYN4,et,2,0.19,1065,23
45PssTBLYN4,id,2,0.19,1065,23
45PssTBLYN4,pt,2,0.19,1065,23
45PssTBLYN4,he,1,0.09,1065,23
45PssTBLYN4,hu,1,0.09,1065,23
45PssTBLYN4,ko,1,0.09,1065,23
45PssTBLYN4,lt,1,0.09,1065,23
HecsMjetgd8,en,1074,76.06,1412,25
HecsMjetgd8,fi,70,4.96,1412,25
HecsMjetgd8,es,69,4.89,1412,25
HecsMjetgd8,hi,61,4.32,1412,25
HecsMjetgd8,ja,56,3.97,1412,25
HecsMjetgd8,de,33,2.34,1412,25
HecsMjetgd8,sv,32,2.27,1412,25
HecsMjetgd8,cs,30,2.12,1412,25
HecsMjetgd8,id,16,1.13,1412,25
HecsMjetgd8,it,14,0.99,1412,25
HecsMjetgd8,fr,9,0.64,1412,25
HecsMjetgd8,nl,9,0.64,1412,25
HecsMjetgd8,sl,7,0.5,1412,25
HecsMjetgd8,et,6,0.42,1412,25
HecsMjetgd8,lt,5,0.35,1412,25
HecsMjetgd8,mt,4,0.28,1412,25
HecsMjetgd8,ro,4,0.28,1412,25
HecsMjetgd8,da,3,0.21,1412,25
HecsMjetgd8,pl,3,0.21,1412,25
HecsMjetgd8,el,2,0.14,1412,25
HecsMjetgd8,ar,1,0.07,1412,25
HecsMjetgd8,bn,1,0.07,1412,25
HecsMjetgd8,eu,1,0.07,1412,25
HecsMjetgd8,pt,1,0.07,1412,25
HecsMjetgd8,tr,1,0.07,1412,25
Xus0H8eBWDc,en,68,69.39,98,8
Xus0H8eBWDc,hi,6,6.12,98,8
Xus0H8eBWDc,fi,5,5.1,98,8
Xus0H8eBWDc,ja,4,4.08,98,8
Xus0H8eBWDc,de,3,3.06,98,8
Xus0H8eBWDc,es,1,1.02,98,8
Xus0H8eBWDc,fr,1,1.02,98,8
Xus0H8eBWDc,ko,1,1.02,98,8
igzQMg7Qt0Q,en,9370,177.6,5276,32
igzQMg7Qt0Q,es,281,5.33,5276,32
igzQMg7Qt0Q,de,261,4.95,5276,32
igzQMg7Qt0Q,cs,207,3.92,5276,32
igzQMg7Qt0Q,ja,189,3.58,5276,32
igzQMg7Qt0Q,fr,122,2.31,5276,32
igzQMg7Qt0Q,fi,105,1.99,5276,32
igzQMg7Qt0Q,pl,79,1.5,5276,32
igzQMg7Qt0Q,sv,64,1.21,5276,32
igzQMg7Qt0Q,it,63,1.19,5276,32
igzQMg7Qt0Q,da,48,0.91,5276,32
igzQMg7Qt0Q,nl,30,0.57,5276,32
igzQMg7Qt0Q,hi,21,0.4,5276,32
igzQMg7Qt0Q,mt,20,0.38,5276,32
igzQMg7Qt0Q,lt,18,0.34,5276,32
igzQMg7Qt0Q,ro,18,0.34,5276,32
igzQMg7Qt0Q,el,17,0.32,5276,32
igzQMg7Qt0Q,id,17,0.32,5276,32
igzQMg7Qt0Q,pt,14,0.27,5276,32
igzQMg7Qt0Q,et,11,0.21,5276,32
igzQMg7Qt0Q,sl,8,0.15,5276,32
igzQMg7Qt0Q,bn,6,0.11,5276,32
igzQMg7Qt0Q,ar,5,0.09,5276,32
igzQMg7Qt0Q,lv,5,0.09,5276,32
igzQMg7Qt0Q,sk,5,0.09,5276,32
igzQMg7Qt0Q,az,3,0.06,5276,32
igzQMg7Qt0Q,no,3,0.06,5276,32
igzQMg7Qt0Q,eu,2,0.04,5276,32
igzQMg7Qt0Q,he,2,0.04,5276,32
igzQMg7Qt0Q,hu,1,0.02,5276,32
igzQMg7Qt0Q,ko,1,0.02,5276,32
igzQMg7Qt0Q,ru,1,0.02,5276,32
6rHn5PxMezw,en,11564,217.25,5323,32
6rHn5PxMezw,de,297,5.58,5323,32
6rHn5PxMezw,ja,276,5.19,5323,32
6rHn5PxMezw,es,270,5.07,5323,32
6rHn5PxMezw,fr,235,4.41,5323,32
6rHn5PxMezw,fi,122,2.29,5323,32
6rHn5PxMezw,it,116,2.18,5323,32
6rHn5PxMezw,pl,100,1.88,5323,32
6rHn5PxMezw,cs,77,1.45,5323,32
6rHn5PxMezw,id,71,1.33,5323,32
6rHn5PxMezw,da,61,1.15,5323,32
6rHn5PxMezw,sv,52,0.98,5323,32
6rHn5PxMezw,hi,51,0.96,5323,32
6rHn5PxMezw,mt,44,0.83,5323,32
6rHn5PxMezw,pt,35,0.66,5323,32
6rHn5PxMezw,et,28,0.53,5323,32
6rHn5PxMezw,nl,26,0.49,5323,32
6rHn5PxMezw,lt,16,0.3,5323,32
6rHn5PxMezw,ro,16,0.3,5323,32
6rHn5PxMezw,bn,9,0.17,5323,32
6rHn5PxMezw,sl,6,0.11,5323,32
6rHn5PxMezw,az,5,0.09,5323,32
6rHn5PxMezw,he,5,0.09,5323,32
6rHn5PxMezw,sk,5,0.09,5323,32
6rHn5PxMezw,eu,2,0.04,5323,32
6rHn5PxMezw,hu,2,0.04,5323,32
6rHn5PxMezw,lv,2,0.04,5323,32
6rHn5PxMezw,ar,1,0.02,5323,32
6rHn5PxMezw,ca,1,0.02,5323,32
6rHn5PxMezw,el,1,0.02,5323,32
6rHn5PxMezw,no,1,0.02,5323,32
6rHn5PxMezw,tr,1,0.02,5323,32
TaKddm-7090,en,234,64.11,365,14
TaKddm-7090,hi,26,7.12,365,14
TaKddm-7090,fi,21,5.75,365,14
TaKddm-7090,ja,21,5.75,365,14
TaKddm-7090,es,6,1.64,365,14
TaKddm-7090,id,6,1.64,365,14
TaKddm-7090,de,5,1.37,365,14
TaKddm-7090,fr,4,1.1,365,14
TaKddm-7090,it,4,1.1,365,14
TaKddm-7090,cs,3,0.82,365,14
TaKddm-7090,da,1,0.27,365,14
TaKddm-7090,et,1,0.27,365,14
TaKddm-7090,mt,1,0.27,365,14
TaKddm-7090,nl,1,0.27,365,14
TiMqP2SU7MA,en,16512,191.93,8603,34
TiMqP2SU7MA,de,628,7.3,8603,34
TiMqP2SU7MA,ja,440,5.11,8603,34
TiMqP2SU7MA,es,391,4.54,8603,34
TiMqP2SU7MA,fr,313,3.64,8603,34
TiMqP2SU7MA,it,306,3.56,8603,34
TiMqP2SU7MA,fi,223,2.59,8603,34
TiMqP2SU7MA,pl,179,2.08,8603,34
TiMqP2SU7MA,hi,96,1.12,8603,34
TiMqP2SU7MA,sv,92,1.07,8603,34
TiMqP2SU7MA,da,78,0.91,8603,34
TiMqP2SU7MA,cs,72,0.84,8603,34
TiMqP2SU7MA,id,60,0.7,8603,34
TiMqP2SU7MA,nl,52,0.6,8603,34
TiMqP2SU7MA,et,43,0.5,8603,34
TiMqP2SU7MA,mt,38,0.44,8603,34
TiMqP2SU7MA,bn,36,0.42,8603,34
TiMqP2SU7MA,pt,28,0.33,8603,34
TiMqP2SU7MA,sl,28,0.33,8603,34
TiMqP2SU7MA,hu,25,0.29,8603,34
TiMqP2SU7MA,ro,16,0.19,8603,34
TiMqP2SU7MA,lt,13,0.15,8603,34
TiMqP2SU7MA,ar,5,0.06,8603,34
TiMqP2SU7MA,az,4,0.05,8603,34
TiMqP2SU7MA,eu,4,0.05,8603,34
TiMqP2SU7MA,sk,4,0.05,8603,34
TiMqP2SU7MA,he,3,0.03,8603,34
TiMqP2SU7MA,el,2,0.02,8603,34
TiMqP2SU7MA,ko,2,0.02,8603,34
TiMqP2SU7MA,tr,2,0.02,8603,34
TiMqP2SU7MA,lv,1,0.01,8603,34
TiMqP2SU7MA,mr,1,0.01,8603,34
TiMqP2SU7MA,no,1,0.01,8603,34
TiMqP2SU7MA,te,1,0.01,8603,34
bGwYPol1gwU,en,676,95.21,710,24
bGwYPol1gwU,ja,34,4.79,710,24
bGwYPol1gwU,hi,29,4.08,710,24
bGwYPol1gwU,es,28,3.94,710,24
bGwYPol1gwU,de,27,3.8,710,24
bGwYPol1gwU,fi,24,3.38,710,24
bGwYPol1gwU,fr,14,1.97,710,24
bGwYPol1gwU,it,11,1.55,710,24
bGwYPol1gwU,lt,9,1.27,710,24
bGwYPol1gwU,cs,8,1.13,710,24
bGwYPol1gwU,pl,8,1.13,710,24
bGwYPol1gwU,nl,4,0.56,710,24
bGwYPol1gwU,az,2,0.28,710,24
bGwYPol1gwU,bn,2,0.28,710,24
bGwYPol1gwU,da,2,0.28,710,24
bGwYPol1gwU,sl,2,0.28,710,24
bGwYPol1gwU,tr,2,0.28,710,24
bGwYPol1gwU,et,1,0.14,710,24
bGwYPol1gwU,id,1,0.14,710,24
bGwYPol1gwU,ko,1,0.14,710,24
bGwYPol1gwU,pa,1,0.14,710,24
bGwYPol1gwU,pt,1,0.14,710,24
bGwYPol1gwU,sk,1,0.14,710,24
bGwYPol1gwU,sv,1,0.14,710,24
4G3lmJ2Li6k,en,176,38.68,455,11
4G3lmJ2Li6k,hi,42,9.23,455,11
4G3lmJ2Li6k,fi,36,7.91,455,11
4G3lmJ2Li6k,ja,16,3.52,455,11
4G3lmJ2Li6k,de,4,0.88,455,11
4G3lmJ2Li6k,fr,4,0.88,455,11
4G3lmJ2Li6k,it,4,0.88,455,11
4G3lmJ2Li6k,cs,3,0.66,455,11
4G3lmJ2Li6k,sv,2,0.44,455,11
4G3lmJ2Li6k,es,1,0.22,455,11
4G3lmJ2Li6k,nl,1,0.22,455,11
RslVTah6uR0,en,259,74.86,346,18
RslVTah6uR0,fi,30,8.67,346,18
RslVTah6uR0,es,29,8.38,346,18
RslVTah6uR0,hi,23,6.65,346,18
RslVTah6uR0,de,13,3.76,346,18
RslVTah6uR0,ja,9,2.6,346,18
RslVTah6uR0,lt,8,2.31,346,18
RslVTah6uR0,sv,6,1.73,346,18
RslVTah6uR0,it,4,1.16,346,18
RslVTah6uR0,fr,3,0.87,346,18
RslVTah6uR0,cs,2,0.58,346,18
RslVTah6uR0,da,2,0.58,346,18
RslVTah6uR0,et,2,0.58,346,18
RslVTah6uR0,mt,2,0.58,346,18
RslVTah6uR0,nl,2,0.58,346,18
RslVTah6uR0,id,1,0.29,346,18
RslVTah6uR0,ko,1,0.29,346,18
RslVTah6uR0,ro,1,0.29,346,18
VXDhVrlgDYI,en,649,96.43,673,19
VXDhVrlgDYI,fi,52,7.73,673,19
VXDhVrlgDYI,hi,30,4.46,673,19
VXDhVrlgDYI,ja,30,4.46,673,19
VXDhVrlgDYI,fr,25,3.71,673,19
VXDhVrlgDYI,es,18,2.67,673,19
VXDhVrlgDYI,de,15,2.23,673,19
VXDhVrlgDYI,it,10,1.49,673,19
VXDhVrlgDYI,cs,9,1.34,673,19
VXDhVrlgDYI,pl,6,0.89,673,19
VXDhVrlgDYI,et,4,0.59,673,19
VXDhVrlgDYI,sv,3,0.45,673,19
VXDhVrlgDYI,da,2,0.3,673,19
VXDhVrlgDYI,pt,2,0.3,673,19
VXDhVrlgDYI,sl,2,0.3,673,19
VXDhVrlgDYI,id,1,0.15,673,19
VXDhVrlgDYI,ko,1,0.15,673,19
VXDhVrlgDYI,nl,1,0.15,673,19
VXDhVrlgDYI,ro,1,0.15,673,19
028oeYFI6Uk,en,9850,298.76,3297,30
028oeYFI6Uk,de,307,9.31,3297,30
028oeYFI6Uk,es,243,7.37,3297,30
028oeYFI6Uk,fr,220,6.67,3297,30
028oeYFI6Uk,pl,132,4.0,3297,30
028oeYFI6Uk,ja,108,3.28,3297,30
028oeYFI6Uk,it,103,3.12,3297,30
028oeYFI6Uk,da,76,2.31,3297,30
028oeYFI6Uk,sv,64,1.94,3297,30
028oeYFI6Uk,pt,53,1.61,3297,30
028oeYFI6Uk,fi,39,1.18,3297,30
028oeYFI6Uk,nl,28,0.85,3297,30
028oeYFI6Uk,cs,21,0.64,3297,30
028oeYFI6Uk,et,18,0.55,3297,30
028oeYFI6Uk,id,17,0.52,3297,30
028oeYFI6Uk,mt,16,0.49,3297,30
028oeYFI6Uk,ro,12,0.36,3297,30
028oeYFI6Uk,lt,10,0.3,3297,30
028oeYFI6Uk,hi,8,0.24,3297,30
028oeYFI6Uk,sl,7,0.21,3297,30
028oeYFI6Uk,bn,3,0.09,3297,30
028oeYFI6Uk,el,3,0.09,3297,30
028oeYFI6Uk,az,2,0.06,3297,30
028oeYFI6Uk,sk,2,0.06,3297,30
028oeYFI6Uk,ar,1,0.03,3297,30
028oeYFI6Uk,ca,1,0.03,3297,30
028oeYFI6Uk,cy,1,0.03,3297,30
028oeYFI6Uk,hu,1,0.03,3297,30
028oeYFI6Uk,lv,1,0.03,3297,30
028oeYFI6Uk,pa,1,0.03,3297,30
9fMa04ZisUo,en,414,95.39,434,18
9fMa04ZisUo,fi,27,6.22,434,18
9fMa04ZisUo,hi,21,4.84,434,18
9fMa04ZisUo,ja,20,4.61,434,18
9fMa04ZisUo,de,15,3.46,434,18
9fMa04ZisUo,es,13,3.0,434,18
9fMa04ZisUo,sv,7,1.61,434,18
9fMa04ZisUo,fr,6,1.38,434,18
9fMa04ZisUo,da,5,1.15,434,18
9fMa04ZisUo,it,5,1.15,434,18
9fMa04ZisUo,et,4,0.92,434,18
9fMa04ZisUo,ko,2,0.46,434,18
9fMa04ZisUo,mt,2,0.46,434,18
9fMa04ZisUo,pl,2,0.46,434,18
9fMa04ZisUo,bn,1,0.23,434,18
9fMa04ZisUo,cs,1,0.23,434,18
9fMa04ZisUo,nl,1,0.23,434,18
9fMa04ZisUo,sl,1,0.23,434,18
r8W2bjPcX_Q,en,1425,142.64,999,25
r8W2bjPcX_Q,fr,78,7.81,999,25
r8W2bjPcX_Q,fi,54,5.41,999,25
r8W2bjPcX_Q,de,35,3.5,999,25
r8W2bjPcX_Q,es,34,3.4,999,25
r8W2bjPcX_Q,hi,34,3.4,999,25
r8W2bjPcX_Q,ja,29,2.9,999,25
r8W2bjPcX_Q,sv,23,2.3,999,25
r8W2bjPcX_Q,cs,19,1.9,999,25
r8W2bjPcX_Q,it,13,1.3,999,25
r8W2bjPcX_Q,da,12,1.2,999,25
r8W2bjPcX_Q,et,10,1.0,999,25
r8W2bjPcX_Q,pl,10,1.0,999,25
r8W2bjPcX_Q,mt,5,0.5,999,25
r8W2bjPcX_Q,id,4,0.4,999,25
r8W2bjPcX_Q,pt,4,0.4,999,25
r8W2bjPcX_Q,az,3,0.3,999,25
r8W2bjPcX_Q,bn,3,0.3,999,25
r8W2bjPcX_Q,ko,3,0.3,999,25
r8W2bjPcX_Q,ro,3,0.3,999,25
r8W2bjPcX_Q,sl,2,0.2,999,25
r8W2bjPcX_Q,ar,1,0.1,999,25
r8W2bjPcX_Q,eu,1,0.1,999,25
r8W2bjPcX_Q,he,1,0.1,999,25
r8W2bjPcX_Q,nl,1,0.1,999,25
RytgJUMd9IU,en,318,68.53,464,15
RytgJUMd9IU,hi,23,4.96,464,15
RytgJUMd9IU,fi,19,4.09,464,15
RytgJUMd9IU,fr,12,2.59,464,15
RytgJUMd9IU,ja,11,2.37,464,15
RytgJUMd9IU,es,10,2.16,464,15
RytgJUMd9IU,cs,9,1.94,464,15
RytgJUMd9IU,de,4,0.86,464,15
RytgJUMd9IU,sv,4,0.86,464,15
RytgJUMd9IU,et,3,0.65,464,15
RytgJUMd9IU,pl,3,0.65,464,15
RytgJUMd9IU,it,2,0.43,464,15
RytgJUMd9IU,mt,2,0.43,464,15
RytgJUMd9IU,ro,2,0.43,464,15
RytgJUMd9IU,da,1,0.22,464,15
3OgNx9OxTPw,en,1307,92.3,1416,24
3OgNx9OxTPw,fr,71,5.01,1416,24
3OgNx9OxTPw,hi,54,3.81,1416,24
3OgNx9OxTPw,fi,53,3.74,1416,24
3OgNx9OxTPw,es,41,2.9,1416,24
3OgNx9OxTPw,ja,35,2.47,1416,24
3OgNx9OxTPw,de,33,2.33,1416,24
3OgNx9OxTPw,pl,16,1.13,1416,24
3OgNx9OxTPw,cs,12,0.85,1416,24
3OgNx9OxTPw,it,9,0.64,1416,24
3OgNx9OxTPw,da,5,0.35,1416,24
3OgNx9OxTPw,id,5,0.35,1416,24
3OgNx9OxTPw,nl,5,0.35,1416,24
3OgNx9OxTPw,et,4,0.28,1416,24
3OgNx9OxTPw,mt,4,0.28,1416,24
3OgNx9OxTPw,ro,4,0.28,1416,24
3OgNx9OxTPw,sv,4,0.28,1416,24
3OgNx9OxTPw,az,2,0.14,1416,24
3OgNx9OxTPw,lt,2,0.14,1416,24
3OgNx9OxTPw,sk,2,0.14,1416,24
3OgNx9OxTPw,ar,1,0.07,1416,24
3OgNx9OxTPw,ko,1,0.07,1416,24
3OgNx9OxTPw,pt,1,0.07,1416,24
3OgNx9OxTPw,sl,1,0.07,1416,24
1cxUzqh92jA,en,934,154.13,606,21
1cxUzqh92jA,ja,28,4.62,606,21
1cxUzqh92jA,es,24,3.96,606,21
1cxUzqh92jA,fi,20,3.3,606,21
1cxUzqh92jA,de,15,2.48,606,21
1cxUzqh92jA,hi,12,1.98,606,21
1cxUzqh92jA,it,8,1.32,606,21
1cxUzqh92jA,fr,7,1.16,606,21
1cxUzqh92jA,cs,4,0.66,606,21
1cxUzqh92jA,nl,2,0.33,606,21
1cxUzqh92jA,pl,2,0.33,606,21
1cxUzqh92jA,pt,2,0.33,606,21
1cxUzqh92jA,bn,1,0.17,606,21
1cxUzqh92jA,et,1,0.17,606,21
1cxUzqh92jA,eu,1,0.17,606,21
1cxUzqh92jA,id,1,0.17,606,21
1cxUzqh92jA,lt,1,0.17,606,21
1cxUzqh92jA,mt,1,0.17,606,21
1cxUzqh92jA,no,1,0.17,606,21
1cxUzqh92jA,ro,1,0.17,606,21
1cxUzqh92jA,sv,1,0.17,606,21
XCNv_uyDuKc,en,905,75.99,1191,23
XCNv_uyDuKc,hi,79,6.63,1191,23
XCNv_uyDuKc,de,66,5.54,1191,23
XCNv_uyDuKc,fi,57,4.79,1191,23
XCNv_uyDuKc,ja,37,3.11,1191,23
XCNv_uyDuKc,fr,29,2.43,1191,23
XCNv_uyDuKc,es,25,2.1,1191,23
XCNv_uyDuKc,it,16,1.34,1191,23
XCNv_uyDuKc,sv,10,0.84,1191,23
XCNv_uyDuKc,mt,7,0.59,1191,23
XCNv_uyDuKc,ro,6,0.5,1191,23
XCNv_uyDuKc,bn,4,0.34,1191,23
XCNv_uyDuKc,nl,4,0.34,1191,23
XCNv_uyDuKc,az,3,0.25,1191,23
XCNv_uyDuKc,da,2,0.17,1191,23
XCNv_uyDuKc,id,2,0.17,1191,23
XCNv_uyDuKc,cs,1,0.08,1191,23
XCNv_uyDuKc,el,1,0.08,1191,23
XCNv_uyDuKc,lt,1,0.08,1191,23
XCNv_uyDuKc,no,1,0.08,1191,23
XCNv_uyDuKc,pl,1,0.08,1191,23
XCNv_uyDuKc,pt,1,0.08,1191,23
XCNv_uyDuKc,tr,1,0.08,1191,23
fXg07i0y34A,en,89,74.17,120,13
fXg07i0y34A,fi,9,7.5,120,13
fXg07i0y34A,de,5,4.17,120,13
fXg07i0y34A,it,5,4.17,120,13
fXg07i0y34A,es,4,3.33,120,13
fXg07i0y34A,fr,4,3.33,120,13
fXg07i0y34A,hi,4,3.33,120,13
fXg07i0y34A,ja,3,2.5,120,13
fXg07i0y34A,sv,2,1.67,120,13
fXg07i0y34A,cs,1,0.83,120,13
fXg07i0y34A,nl,1,0.83,120,13
fXg07i0y34A,pl,1,0.83,120,13
fXg07i0y34A,th,1,0.83,120,13
O3kS6fjj-Qs,en,5192,175.88,2952,26
O3kS6fjj-Qs,fr,188,6.37,2952,26
O3kS6fjj-Qs,fi,141,4.78,2952,26
O3kS6fjj-Qs,de,130,4.4,2952,26
O3kS6fjj-Qs,es,125,4.23,2952,26
O3kS6fjj-Qs,hi,114,3.86,2952,26
O3kS6fjj-Qs,ja,85,2.88,2952,26
O3kS6fjj-Qs,it,62,2.1,2952,26
O3kS6fjj-Qs,da,58,1.96,2952,26
O3kS6fjj-Qs,mt,41,1.39,2952,26
O3kS6fjj-Qs,cs,34,1.15,2952,26
O3kS6fjj-Qs,pl,32,1.08,2952,26
O3kS6fjj-Qs,id,28,0.95,2952,26
O3kS6fjj-Qs,nl,25,0.85,2952,26
O3kS6fjj-Qs,sv,16,0.54,2952,26
O3kS6fjj-Qs,et,11,0.37,2952,26
O3kS6fjj-Qs,pt,10,0.34,2952,26
O3kS6fjj-Qs,bn,7,0.24,2952,26
O3kS6fjj-Qs,sl,6,0.2,2952,26
O3kS6fjj-Qs,az,5,0.17,2952,26
O3kS6fjj-Qs,lt,3,0.1,2952,26
O3kS6fjj-Qs,ro,3,0.1,2952,26
O3kS6fjj-Qs,ar,1,0.03,2952,26
O3kS6fjj-Qs,el,1,0.03,2952,26
O3kS6fjj-Qs,he,1,0.03,2952,26
O3kS6fjj-Qs,ko,1,0.03,2952,26
YuuucnzYyI0,en,1078,130.35,827,22
YuuucnzYyI0,fr,66,7.98,827,22
YuuucnzYyI0,es,47,5.68,827,22
YuuucnzYyI0,de,30,3.63,827,22
YuuucnzYyI0,ja,30,3.63,827,22
YuuucnzYyI0,fi,19,2.3,827,22
YuuucnzYyI0,it,12,1.45,827,22
YuuucnzYyI0,cs,6,0.73,827,22
YuuucnzYyI0,hi,6,0.73,827,22
YuuucnzYyI0,nl,6,0.73,827,22
YuuucnzYyI0,sv,5,0.6,827,22
YuuucnzYyI0,mt,4,0.48,827,22
YuuucnzYyI0,ro,4,0.48,827,22
YuuucnzYyI0,et,3,0.36,827,22
YuuucnzYyI0,pl,3,0.36,827,22
YuuucnzYyI0,da,2,0.24,827,22
YuuucnzYyI0,id,2,0.24,827,22
YuuucnzYyI0,pt,2,0.24,827,22
YuuucnzYyI0,hu,1,0.12,827,22
YuuucnzYyI0,lt,1,0.12,827,22
YuuucnzYyI0,sk,1,0.12,827,22
YuuucnzYyI0,sl,1,0.12,827,22
TGFFHmZ0-NY,en,2113,221.26,955,24
TGFFHmZ0-NY,de,86,9.01,955,24
TGFFHmZ0-NY,hi,69,7.23,955,24
TGFFHmZ0-NY,fi,56,5.86,955,24
TGFFHmZ0-NY,ja,45,4.71,955,24
TGFFHmZ0-NY,es,41,4.29,955,24
TGFFHmZ0-NY,fr,37,3.87,955,24
TGFFHmZ0-NY,mt,25,2.62,955,24
TGFFHmZ0-NY,it,22,2.3,955,24
TGFFHmZ0-NY,pl,12,1.26,955,24
TGFFHmZ0-NY,id,10,1.05,955,24
TGFFHmZ0-NY,sv,10,1.05,955,24
TGFFHmZ0-NY,et,8,0.84,955,24
TGFFHmZ0-NY,cs,7,0.73,955,24
TGFFHmZ0-NY,da,5,0.52,955,24
TGFFHmZ0-NY,nl,5,0.52,955,24
TGFFHmZ0-NY,bn,4,0.42,955,24
TGFFHmZ0-NY,sl,2,0.21,955,24
TGFFHmZ0-NY,tr,2,0.21,955,24
TGFFHmZ0-NY,az,1,0.1,955,24
TGFFHmZ0-NY,eu,1,0.1,955,24
