video_id,title,total_comments,total_language_count,lang_Tamil,lang_Arabic,lang_Spanish,lang_Turkish,lang_Croatian,lang_Korean,lang_Japanese,lang_Slovenian,lang_Estonian,lang_unknown,lang_Albanian,lang_Kannada,lang_Malayalam,lang_Welsh,lang_French,lang_Nepali,lang_Somali,lang_Polish,lang_Hungarian,lang_Thai,lang_Persian,lang_Marathi,lang_Slovak,lang_Indonesian,lang_German,lang_Greek,lang_Czech,lang_Romanian,lang_Macedonian,lang_Catalan,lang_Gujarati,lang_Danish,lang_Afrikaans,lang_Lithuanian,lang_Bulgarian,lang_English,lang_Latvian,lang_Chinese (Taiwan),lang_Swedish,lang_Chinese (China),lang_Urdu,lang_Norwegian,lang_Vietnamese,lang_Filipino,lang_Punjabi,lang_Hindi,lang_Portuguese,lang_Swahili,lang_Hebrew,lang_Finnish,lang_Russian,lang_Dutch,lang_Ukrainian,lang_Bangla,lang_Telugu,lang_Italian
gO5aPk9rfr8,Video gO5aPk9rfr8,1503,34,0,3,14,7,1,616,18,1,4,43,2,0,0,13,9,0,77,8,5,4,0,0,0,31,24,0,0,2,2,2,0,3,16,0,0,498,0,0,0,0,1,2,12,39,0,0,16,4,0,11,4,8,0,0,0,3
R5Ui4pSFLuM,Video R5Ui4pSFLuM,200,32,0,5,6,1,1,19,3,8,4,24,1,0,0,1,1,0,4,0,2,0,1,0,1,3,3,0,0,21,0,1,0,3,2,5,0,64,1,0,0,0,0,1,0,2,0,0,1,5,0,4,0,1,0,0,0,1
PGZFU9DHDaM,Video PGZFU9DHDaM,1084,40,0,3,32,13,1,123,312,4,7,83,1,0,0,13,11,0,66,6,4,3,1,0,1,11,18,1,18,14,0,8,0,2,4,0,3,217,0,1,0,7,0,5,3,15,0,0,24,20,0,5,13,5,2,0,0,4
dvz6UtiGnm0,Video dvz6UtiGnm0,100,12,0,1,4,0,0,26,0,1,0,2,0,0,0,5,1,0,1,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Video ,2623,34,0,4,19,13,6,1110,78,0,12,42,1,0,0,67,8,0,48,1,5,19,0,0,3,142,56,0,0,21,1,6,0,0,10,0,0,831,0,0,3,1,0,4,12,26,0,0,10,21,0,7,5,29,0,0,0,2
4CKdGuTeg1U,Video 4CKdGuTeg1U,774,37,0,9,29,9,8,59,81,4,1,103,2,0,0,4,9,0,27,3,2,1,2,0,3,10,32,0,14,6,0,8,0,0,8,5,0,241,0,4,0,8,0,2,13,11,0,0,22,18,0,5,5,4,0,0,0,2
KINzWn7XMrI,Video KINzWn7XMrI,100,23,0,0,0,2,1,13,1,0,1,6,0,0,0,1,0,0,2,0,1,1,0,0,0,7,3,0,2,1,0,4,0,0,0,0,0,39,0,2,1,1,0,0,2,5,0,0,0,0,0,3,0,0,0,0,0,1
,Video ,557,35,0,0,14,3,6,50,11,3,7,48,1,0,0,11,7,0,14,14,3,11,0,0,4,6,35,0,4,4,0,1,0,1,3,0,0,229,0,0,2,1,0,3,9,9,0,0,12,3,0,12,7,4,0,0,0,5
LLzCjvju5u8,Video LLzCjvju5u8,395,33,0,6,6,9,0,30,30,4,6,40,0,0,0,19,8,0,6,3,2,1,5,0,1,8,14,0,3,6,0,2,0,5,0,0,0,139,0,2,2,0,0,3,12,10,0,0,2,1,0,3,0,1,0,0,0,6
iQaGCYjaMPc,Video iQaGCYjaMPc,100,20,0,2,3,0,0,24,3,0,0,5,0,0,0,1,0,0,2,0,0,0,1,0,0,7,0,0,0,2,0,0,0,1,0,0,0,38,0,0,0,1,0,1,2,1,0,0,1,0,0,1,1,3,0,0,0,0
oiIML2cnBYU,Video oiIML2cnBYU,100,14,0,0,1,0,0,57,5,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,1,0,23,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
tpe-kVq3VY4,Video tpe-kVq3VY4,2785,43,0,13,44,38,10,438,214,20,18,74,6,0,0,99,24,0,65,37,19,4,1,0,11,31,49,1,24,29,1,12,0,9,14,5,2,1173,2,3,5,3,0,25,57,75,0,0,44,33,0,6,3,16,0,0,0,28
Xfw2zaXt1Zw,Video Xfw2zaXt1Zw,909,42,0,38,11,27,3,65,1,2,6,80,2,0,0,5,12,0,18,15,2,0,4,0,5,24,16,0,6,14,2,0,0,5,12,5,1,405,1,1,1,0,1,13,2,29,0,1,13,31,0,5,14,5,0,1,0,5
em7rki4luGA,Video em7rki4luGA,1077,41,0,12,40,7,2,113,302,7,7,63,1,0,0,8,19,0,35,17,7,0,4,0,2,8,12,0,1,6,2,10,0,3,5,2,0,245,2,4,4,16,2,6,17,35,0,0,16,12,0,4,5,9,0,0,0,5
ww7uAbnX2Bk,Video ww7uAbnX2Bk,400,25,0,0,10,0,0,110,3,0,2,3,0,0,0,30,1,0,3,0,1,3,0,0,0,29,7,0,0,0,0,0,0,1,1,0,0,176,0,0,1,1,0,1,3,4,0,0,4,1,0,1,1,3,0,0,0,0
IKVzEF0auOs,Video IKVzEF0auOs,3839,46,0,51,74,103,16,241,74,29,21,520,1,0,0,30,34,0,207,21,5,0,30,0,35,58,144,1,34,36,20,18,0,34,41,4,22,1295,1,1,66,6,4,47,64,99,1,0,85,20,1,22,139,45,20,0,0,19
cQImAlHDpSc,Video cQImAlHDpSc,3334,40,0,55,94,13,36,441,31,15,18,179,4,0,0,38,27,0,218,26,24,4,7,0,21,123,176,0,12,18,1,7,0,13,87,0,2,1202,0,0,8,4,2,18,33,132,0,0,63,72,0,18,17,45,0,0,0,30
tY0m6tW7Fsk,Video tY0m6tW7Fsk,570,33,0,1,10,4,0,216,3,2,1,26,0,0,0,4,2,0,9,3,5,0,1,0,0,17,16,0,1,3,0,2,0,1,1,0,2,180,1,0,0,0,1,4,12,15,0,0,8,0,0,4,8,6,0,0,0,1
TcbTCeWTn9E,Video TcbTCeWTn9E,743,39,0,9,11,10,1,70,1,4,5,63,0,0,0,9,7,0,17,17,2,3,4,0,1,26,29,0,2,3,0,1,0,5,9,4,0,290,1,0,2,4,0,5,9,33,0,0,5,56,0,13,5,3,1,0,0,3
dXzHGzDo2uo,Video dXzHGzDo2uo,491,30,0,0,7,0,1,232,5,0,0,34,0,0,0,2,6,0,2,3,0,11,1,0,0,8,11,0,2,3,0,2,0,2,3,0,0,125,0,0,1,3,0,3,1,8,0,0,4,1,0,4,1,2,0,0,0,3
hdeXgxq6QvY,Video hdeXgxq6QvY,475,32,0,2,4,1,2,164,15,1,1,34,0,0,0,9,1,0,17,1,0,1,3,0,0,6,12,0,0,5,0,0,0,0,9,1,0,150,0,0,0,1,2,3,1,5,0,0,5,3,0,3,1,4,0,0,0,8
cTkQHFdidfo,Video cTkQHFdidfo,11473,45,0,146,363,280,79,789,309,64,83,780,29,0,0,78,106,0,221,45,19,11,36,0,30,101,424,2,53,54,82,41,0,66,178,8,117,4744,3,3,28,16,3,74,186,199,0,0,311,225,0,68,800,84,57,0,0,78
Nl4BJ2TDmWE,Video Nl4BJ2TDmWE,8600,45,0,32,179,123,35,775,638,37,52,265,8,0,0,638,57,0,280,103,42,15,4,0,29,106,108,4,32,32,4,25,0,16,44,11,5,4031,2,9,16,20,3,35,112,253,0,0,141,142,0,28,11,46,3,0,0,49
9T3ZUgUdOH4,Video 9T3ZUgUdOH4,100,20,0,3,4,2,0,31,1,0,1,3,0,0,0,1,0,0,1,0,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,39,0,0,0,3,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
rIegOUUKeZ0,Video rIegOUUKeZ0,223,32,0,6,4,0,2,20,1,1,1,42,0,0,0,2,4,0,11,1,0,1,1,0,3,9,4,0,1,11,0,0,0,1,4,0,0,56,1,0,0,0,0,3,2,3,0,0,2,4,0,1,1,15,0,0,0,5
1YIJ3KT,Video 1YIJ3KT,4911,45,0,102,78,113,37,415,102,39,16,387,14,0,0,51,51,0,124,42,8,1,15,0,14,59,230,2,30,23,32,20,0,38,79,9,52,1697,0,1,13,5,4,45,77,169,0,0,98,83,0,28,403,28,33,1,0,43
YGXiVHTy0JE,Video YGXiVHTy0JE,12500,43,0,22,186,53,47,1684,132,45,184,533,37,0,0,303,145,0,441,53,57,31,6,0,17,253,963,0,10,32,2,75,0,86,181,9,0,5683,2,2,44,9,3,84,150,279,0,0,238,130,0,57,9,135,1,0,0,87
nCYqZDihhFo,Video nCYqZDihhFo,7489,42,0,29,162,29,21,1101,140,15,58,204,4,0,0,202,27,0,164,48,26,10,8,0,11,360,269,0,9,26,0,31,0,42,46,3,0,3628,1,5,11,16,1,74,58,192,0,0,137,102,0,46,10,123,3,0,0,37
L7,Video L7,4075,44,0,36,287,32,24,226,116,19,41,165,52,0,0,181,18,0,157,39,28,11,21,0,18,36,91,0,8,28,1,29,0,8,19,9,1,1888,2,7,9,5,1,12,51,111,0,0,99,90,0,9,6,37,2,0,0,45
A5R6yCjwN1I,Video A5R6yCjwN1I,1821,41,0,22,115,15,6,144,96,5,12,97,0,0,0,33,16,0,47,15,8,2,4,0,9,31,47,0,10,5,2,11,0,2,10,1,1,887,2,1,0,2,1,4,48,22,0,0,43,7,0,8,5,13,0,0,0,12
028oeYFI6Uk,Video 028oeYFI6Uk,200,26,0,0,3,2,1,26,4,0,1,9,0,0,0,6,2,0,3,0,1,0,1,0,0,7,2,0,0,1,0,1,0,2,1,0,0,107,0,0,0,0,0,2,0,5,0,0,3,3,0,1,0,4,0,0,0,2
ooPUrv4r9tQ,Video ooPUrv4r9tQ,381,35,0,8,13,1,0,25,5,2,3,61,0,0,0,7,5,0,11,0,2,0,2,0,2,19,22,0,2,12,2,1,0,4,5,2,1,102,0,0,2,0,0,6,4,10,0,0,8,3,0,1,6,19,0,0,0,3
hqXQgye,Video hqXQgye,647,37,0,8,20,9,4,28,48,0,5,44,0,0,0,16,11,0,41,9,8,0,2,0,2,10,25,0,4,2,1,2,0,1,6,2,1,259,1,0,0,0,2,3,11,9,0,0,18,13,0,8,7,5,0,0,0,2
hPG6pahLpcE,Video hPG6pahLpcE,100,17,0,0,0,0,0,18,1,0,0,6,0,0,0,2,0,0,1,0,1,2,0,0,0,4,0,0,0,0,0,0,0,1,2,0,0,49,0,0,0,0,0,0,0,5,0,0,3,1,0,1,2,1,0,0,0,0
XO9GiPOLd3I,Video XO9GiPOLd3I,68400,49,0,962,2201,414,425,2876,1966,392,456,3302,81,0,0,1227,712,1,1904,428,369,120,184,0,358,1167,1885,7,390,912,8,483,1,282,587,51,13,28666,19,8,115,42,46,384,1561,8546,0,2,1430,855,1,580,87,1048,14,0,0,832
4FoGuzqMzu4,Video 4FoGuzqMzu4,552,35,0,2,10,11,1,132,22,2,2,61,0,0,0,12,3,0,20,2,2,2,2,0,0,20,13,0,5,17,0,2,0,2,0,0,0,152,0,9,1,2,0,1,10,7,0,0,5,10,0,4,2,2,0,0,0,2
TkBjMktIT3g,Video TkBjMktIT3g,1762,42,0,48,40,13,8,244,70,14,11,111,1,0,0,41,14,0,45,10,5,3,5,0,10,19,27,0,8,26,1,2,0,6,27,2,1,675,0,0,4,3,2,10,52,105,0,0,30,19,0,18,3,18,1,0,0,10
yi7KvkrpwLU,Video yi7KvkrpwLU,701,37,0,6,12,1,2,31,47,3,5,82,0,0,0,10,21,0,49,4,3,0,3,0,3,8,19,0,2,3,0,4,0,5,2,3,0,284,3,0,1,1,0,5,8,33,0,0,11,9,0,5,3,5,0,0,0,5
YksyltO96N0,Video YksyltO96N0,13328,40,0,99,301,304,66,373,194,44,112,436,24,0,0,565,88,0,504,138,92,28,20,0,25,328,617,0,51,136,0,88,0,89,94,16,2,6246,4,5,19,0,9,183,655,523,0,0,248,350,0,56,0,100,0,0,0,96
3mBy1zwQvfg,Video 3mBy1zwQvfg,720,36,0,16,13,4,0,190,5,8,4,91,0,0,0,9,4,0,21,1,5,2,7,0,4,29,17,0,6,15,0,0,0,1,5,0,1,164,0,0,3,32,1,8,3,12,0,0,11,10,0,3,6,4,0,0,0,5
ACMyNeYeSrc,Video ACMyNeYeSrc,220,21,0,0,4,0,0,103,10,0,1,24,0,0,0,2,2,0,0,0,1,1,0,0,0,8,2,0,0,2,0,0,0,3,3,0,0,41,0,0,0,0,0,0,0,7,0,0,1,0,0,1,1,1,0,0,0,2
ERKOmYCp,Video ERKOmYCp,2381,43,0,28,50,67,4,122,45,11,15,195,2,0,0,25,26,0,43,15,5,1,5,0,4,29,147,0,5,15,11,8,0,14,72,2,29,985,0,1,3,1,0,27,34,40,0,0,48,9,1,15,157,22,11,0,0,32
qJgkZtIYRIU,Video qJgkZtIYRIU,100,21,0,16,4,2,0,14,0,0,0,17,0,0,0,3,2,0,3,1,2,0,3,0,0,2,3,0,0,0,0,0,0,0,0,0,0,16,0,0,0,2,0,1,0,1,0,0,2,1,0,1,0,4,0,0,0,0
0pZL-BTTffY,Video 0pZL-BTTffY,659,40,0,19,14,15,2,65,3,1,7,46,1,0,0,6,4,0,13,2,1,1,1,0,1,20,11,0,1,4,0,3,0,4,6,6,0,331,0,1,2,3,0,13,2,7,0,0,8,9,0,7,10,2,0,1,0,6
XCNv,Video XCNv,1187,42,0,9,24,49,12,183,86,3,9,143,2,0,0,6,12,0,32,9,10,1,3,0,6,15,22,1,17,21,0,24,0,2,3,2,0,296,2,25,2,27,2,7,35,25,0,0,19,11,0,4,4,10,0,0,0,12
ThmAjL8ruGI,Video ThmAjL8ruGI,300,30,0,0,3,1,4,63,1,3,2,3,1,0,0,21,2,0,10,1,0,2,1,0,0,23,9,0,0,2,0,0,0,0,1,0,0,116,1,0,1,2,0,2,5,3,0,0,3,7,0,2,0,5,0,0,0,0
MogSA-vstsA,Video MogSA-vstsA,2783,41,0,22,55,103,7,545,61,9,25,140,2,0,0,35,25,0,61,12,5,2,3,0,4,57,125,0,3,33,12,9,0,23,32,0,17,986,2,0,4,4,0,9,10,95,0,0,36,7,0,27,133,17,8,0,0,18
TBlOSMTHAVg,Video TBlOSMTHAVg,8643,43,0,81,230,106,26,351,168,38,46,723,5,0,0,105,158,0,260,41,26,3,20,0,30,92,572,0,12,49,29,255,0,45,96,54,57,3667,1,0,20,6,2,41,79,243,0,0,309,46,0,47,373,41,37,0,0,53
Clowh98Q1,Video Clowh98Q1,4381,42,0,63,95,50,21,228,122,12,35,218,3,0,0,123,24,0,128,69,16,7,14,0,9,66,160,0,13,25,0,26,0,7,30,2,2,2320,6,2,5,2,3,28,92,124,0,0,91,53,0,31,3,29,0,0,0,24
kwud4r4jNVs,Video kwud4r4jNVs,397,30,0,1,14,5,1,25,56,0,1,31,0,0,0,7,3,0,13,6,5,0,0,0,0,11,13,0,2,5,0,1,0,1,2,0,0,139,0,2,0,0,0,0,6,14,0,0,14,3,0,1,7,6,0,0,0,2
zWnm9oxu-so,Video zWnm9oxu-so,144,23,0,0,0,1,0,28,4,1,2,13,0,0,0,2,0,0,1,1,2,3,0,0,0,11,1,0,0,1,0,0,0,1,0,0,0,57,0,0,1,0,0,0,1,6,0,0,4,1,0,0,1,1,0,0,0,0
HXkL8kCKmeQ,Video HXkL8kCKmeQ,16174,44,0,323,291,931,97,301,239,25,96,284,16,2,0,519,96,0,687,172,175,6,86,0,31,279,565,2,70,444,0,71,0,55,85,13,0,6149,6,14,28,0,45,130,2279,526,0,0,239,506,0,108,4,105,4,2,0,68
4RmQcTJsJH8,Video 4RmQcTJsJH8,2527,40,0,53,264,38,13,53,22,10,35,117,0,0,0,72,24,0,94,47,43,1,13,0,11,41,144,0,10,21,0,23,0,7,13,10,0,866,3,0,5,1,7,11,106,112,0,0,107,38,0,25,2,37,1,0,0,27
myxCOohTf,Video myxCOohTf,200,24,0,17,2,3,0,10,0,0,5,26,0,0,0,0,1,0,7,0,0,0,4,0,3,4,4,0,0,5,1,0,0,1,4,1,0,76,0,0,0,0,0,6,0,3,0,0,3,6,0,1,7,0,0,0,0,0
85QMDY2NtBM,Video 85QMDY2NtBM,255,32,0,2,4,2,0,66,7,1,1,6,0,0,0,3,1,0,7,1,0,0,1,0,0,7,5,0,0,7,5,1,0,1,3,0,0,88,0,0,1,2,0,2,1,7,0,0,2,8,0,3,4,4,0,0,0,2
4d8B9i0Szq8,Video 4d8B9i0Szq8,100,28,0,3,6,0,1,5,1,3,7,13,0,0,0,1,1,0,3,1,0,0,0,0,2,1,2,0,0,1,0,2,0,1,3,0,0,27,0,0,0,0,0,1,1,2,0,0,4,1,0,2,4,0,0,0,0,1
1fnregFDuYk,Video 1fnregFDuYk,55641,55,3,6338,2587,703,264,4113,615,640,637,5782,162,5,12,574,856,0,1528,415,144,74,539,1,394,1249,2163,8,606,293,18,338,2,568,581,105,29,16757,82,6,96,28,168,975,449,1293,1,5,1150,528,2,473,395,477,34,17,2,357
p8Qm,Video p8Qm,15921,45,0,32,306,47,46,1210,180,50,74,393,78,0,0,287,80,0,402,64,77,24,5,0,11,197,667,1,14,42,2,99,0,49,125,5,3,9931,1,7,56,12,0,142,222,200,0,0,301,120,1,86,25,156,4,0,0,87
7m9dNmpCkPI,Video 7m9dNmpCkPI,1543,41,0,75,61,33,5,38,76,14,13,81,0,0,0,19,27,0,41,43,13,1,37,0,14,26,45,0,17,10,0,6,0,5,9,3,1,556,0,1,17,1,11,10,53,54,0,0,42,26,0,9,12,22,2,0,0,14
LHNpk75KWQk,Video LHNpk75KWQk,287,32,0,6,7,7,4,28,24,3,2,36,0,0,0,2,17,0,5,2,3,1,2,0,0,2,4,0,3,9,0,1,0,0,2,0,0,74,0,0,1,0,0,2,10,15,0,0,4,1,0,4,0,2,0,0,0,4
A--sWu7aM3g,Video A--sWu7aM3g,769,41,0,8,30,6,4,58,108,5,3,51,1,0,0,7,37,0,33,6,1,1,0,0,3,10,21,0,5,5,1,1,0,2,3,11,3,262,1,5,0,0,2,1,2,9,0,0,19,24,0,4,8,3,1,0,0,4
FUzEcgeqpGM,Video FUzEcgeqpGM,100,26,0,5,1,0,1,2,0,1,4,23,0,0,0,2,1,0,5,1,1,0,1,0,0,5,2,0,0,0,0,2,0,2,1,0,0,22,0,0,3,2,0,2,0,0,0,0,1,2,0,0,0,5,0,0,0,3
J44jvBZzFVY,Video J44jvBZzFVY,7286,41,0,4,64,13,27,406,26,12,31,104,14,0,0,272,36,0,280,43,11,13,0,0,8,96,304,0,8,50,1,26,0,21,90,3,0,4637,1,1,13,2,0,46,52,141,0,0,88,61,0,26,1,211,5,0,0,38
q5wJmxyrg8c,Video q5wJmxyrg8c,100,16,0,0,1,4,1,14,2,0,1,2,0,0,0,3,0,0,0,0,1,4,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,59,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
Q7JaPz-,Video Q7JaPz-,234,26,0,0,9,3,0,68,4,0,0,20,0,0,0,1,2,0,1,1,0,3,0,0,1,4,10,0,1,1,0,0,0,1,1,0,1,89,0,0,1,0,0,3,0,2,0,0,3,1,0,2,0,0,0,0,0,1
whb5--xnwgg,Video whb5--xnwgg,150,19,0,2,6,0,1,14,4,0,0,22,0,0,0,0,2,0,4,0,0,10,0,0,0,2,0,0,0,12,0,0,0,0,3,0,0,50,0,0,0,0,0,0,4,3,0,0,3,2,0,0,0,4,0,0,0,2
c9Lg4xIknpI,Video c9Lg4xIknpI,293,32,0,0,12,1,0,47,16,0,2,21,2,0,0,5,5,0,8,1,0,12,0,0,1,12,1,0,3,8,1,0,0,2,6,0,1,79,0,0,1,1,0,2,5,15,0,0,7,2,0,3,6,0,0,0,0,5
nMF-M,Video nMF-M,2590,36,0,2,36,5,15,802,6,7,12,148,2,0,0,22,17,0,32,12,7,31,0,0,6,112,74,0,6,22,0,11,0,15,17,0,0,1001,0,0,6,0,0,13,14,43,0,0,20,17,0,17,12,21,2,0,0,5
5I,Video 5I,5158,44,0,54,135,105,9,265,64,31,38,480,6,0,0,59,74,0,159,34,14,2,20,0,29,52,239,0,23,41,4,66,0,49,67,6,17,2322,2,1,28,3,1,42,93,132,0,0,97,40,0,42,118,38,7,0,0,50
FdjjZlJ0irs,Video FdjjZlJ0irs,270,26,0,2,3,2,0,71,5,0,2,16,0,0,0,3,4,0,11,5,0,1,0,0,0,10,5,0,1,5,0,2,0,0,0,0,0,94,0,0,0,0,1,0,1,9,0,0,5,3,0,0,4,3,0,0,0,2
253ddI,Video 253ddI,552,37,0,9,35,11,0,35,79,2,3,55,0,0,0,4,5,0,39,7,1,2,3,0,0,4,16,0,4,6,0,3,0,2,3,1,2,146,0,1,0,1,1,2,5,6,0,0,24,9,0,6,9,4,0,0,0,7
ztvTCGaWPoM,Video ztvTCGaWPoM,567,34,0,3,10,1,5,236,12,0,2,32,1,0,0,0,7,0,16,0,0,8,1,0,1,34,11,0,0,19,2,2,0,1,2,1,0,112,0,0,1,3,0,1,1,17,0,0,11,3,0,2,1,4,0,0,0,4
xKpZ1DLztAA,Video xKpZ1DLztAA,3874,41,0,27,93,21,17,362,56,16,28,195,6,0,0,56,57,0,102,25,15,2,5,0,10,155,165,0,8,14,0,23,0,21,32,1,0,1940,1,2,4,2,0,22,41,124,0,0,38,42,0,14,5,106,1,0,0,20
BQspon5Ic,Video BQspon5Ic,874,39,0,11,14,12,0,113,5,2,1,109,2,0,0,11,8,0,35,12,4,6,3,0,3,82,22,0,2,12,0,7,0,2,13,1,1,264,0,0,1,7,1,6,4,34,0,0,29,14,0,5,9,4,0,0,0,3
,Video ,331326,55,1,26842,8673,14899,1684,4569,329,2912,3058,19563,512,40,1,4705,3192,2,13026,1627,1634,621,5183,1,1763,48096,9623,40,2342,3901,71,2760,3,2386,4475,323,106,87544,141,9,1011,196,1115,3585,2781,23439,2,1,6345,5161,1,3174,1287,4208,116,59,0,2188
IFE9NBrEQpo,Video IFE9NBrEQpo,2466,41,0,51,170,142,8,143,41,13,14,209,3,0,0,22,28,0,61,4,6,2,8,0,11,12,64,0,13,50,12,66,0,15,17,1,14,937,0,0,5,2,0,11,20,19,0,0,67,20,0,21,132,9,11,0,0,12
p,Video p,223,32,0,0,8,16,2,29,13,0,2,34,0,0,0,2,1,0,4,1,1,0,0,0,1,3,7,0,3,1,0,1,0,1,1,0,0,60,0,1,0,2,0,1,9,4,0,1,5,3,0,2,0,2,0,0,0,2
a5TheCP,Video a5TheCP,786,33,0,2,9,2,3,344,20,2,0,47,0,0,0,3,6,0,3,2,1,25,1,0,2,18,8,0,2,14,0,5,0,0,4,0,0,223,0,0,0,2,0,6,1,6,0,0,8,1,0,1,2,9,0,0,0,4
kv4ncyy8jd0,Video kv4ncyy8jd0,4549,42,0,25,118,31,19,265,63,20,27,142,6,0,0,51,14,0,146,22,27,7,4,0,4,151,128,0,9,78,2,11,0,22,54,2,1,2470,0,1,12,42,0,26,50,223,0,0,85,82,0,15,13,52,1,0,0,28
MVr5TcIHVew,Video MVr5TcIHVew,1969,38,0,5,54,13,12,42,9,10,13,41,1,0,0,34,22,0,37,9,9,30,2,0,3,136,87,0,4,10,1,31,0,7,9,0,0,1109,0,1,2,0,0,20,58,25,0,0,24,9,0,18,3,60,0,0,0,9
v2pIaVYP4go,Video v2pIaVYP4go,67,16,0,1,0,2,0,21,1,0,1,4,0,0,0,0,0,0,5,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,1,0,1,21,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0
,Video ,3800,44,0,6,91,18,16,168,81,17,33,539,8,0,0,133,118,0,90,16,27,8,1,0,25,100,89,2,2,42,1,28,0,63,38,2,0,1564,0,1,21,7,2,53,20,69,0,0,44,91,0,41,4,84,1,0,2,34
ZRDKxhPq2wQ,Video ZRDKxhPq2wQ,155,18,0,0,0,0,1,63,2,0,0,6,1,0,0,1,2,0,4,0,1,0,0,0,0,3,3,0,0,3,0,0,0,1,0,0,0,57,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,2
s9AHDkr3YzQ,Video s9AHDkr3YzQ,685,39,0,5,34,10,7,28,40,1,5,53,0,0,0,17,14,0,26,6,12,0,3,0,1,19,19,1,4,6,1,5,0,2,3,4,0,252,2,0,2,0,2,4,20,34,0,0,9,4,0,8,8,8,0,0,0,6
AyqEZ9UcCOY,Video AyqEZ9UcCOY,4736,42,0,69,103,231,24,323,161,19,26,287,4,0,0,119,69,0,105,28,21,4,11,0,30,109,84,0,87,105,1,37,0,22,26,4,0,2057,2,22,7,38,3,41,100,112,0,0,71,50,0,29,8,34,0,0,0,53
pK78DiqQ74I,Video pK78DiqQ74I,4559,44,0,139,176,136,21,136,240,26,24,172,1,0,0,92,47,0,147,86,28,8,50,0,26,71,184,0,19,27,1,16,0,11,42,5,4,1817,4,4,8,8,11,34,147,158,0,0,170,111,0,30,17,36,5,0,0,64
jlybDy8BNJE,Video jlybDy8BNJE,100,20,0,1,3,0,0,29,2,1,0,4,0,0,0,4,0,0,0,1,0,2,0,0,1,6,1,0,0,0,0,1,0,0,1,0,0,36,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,2
eKF-0yTq2O8,Video eKF-0yTq2O8,1345,38,0,3,35,2,9,277,21,4,6,28,1,0,0,61,3,0,66,7,6,12,1,0,2,89,48,0,4,2,0,14,0,12,3,0,0,463,0,0,2,2,1,11,36,28,0,0,30,11,0,12,7,15,0,0,0,11
bsIzNJVH1CE,Video bsIzNJVH1CE,1054,37,0,11,29,8,9,20,50,6,4,70,2,0,0,20,20,0,84,5,4,0,1,0,3,17,25,0,23,18,0,4,0,7,8,0,1,524,0,1,0,1,0,5,13,15,0,0,13,14,0,1,2,6,0,0,0,10
0xSFPome3Tc,Video 0xSFPome3Tc,200,34,0,1,16,1,0,16,7,2,1,23,0,0,0,7,5,0,5,0,0,1,1,0,2,3,12,0,0,0,0,1,0,1,2,1,0,63,0,0,2,1,0,1,4,3,0,1,7,4,0,2,1,1,0,1,0,1
Mi-mwwRQzWs,Video Mi-mwwRQzWs,100,22,0,0,0,0,0,8,2,0,0,22,1,0,0,2,1,0,8,1,0,0,1,0,1,4,0,0,0,5,0,1,0,0,2,0,0,20,0,0,0,5,0,0,0,8,0,0,4,1,0,0,0,1,0,1,0,1
l1u4-fMdtns,Video l1u4-fMdtns,6449,44,0,36,163,21,21,358,45,36,27,313,27,0,0,104,48,0,149,45,22,27,6,0,8,118,211,2,11,27,0,33,0,42,80,5,3,3794,3,4,12,9,1,39,68,106,0,0,109,71,0,33,13,149,1,0,0,49
CyzEtbG-sxY,Video CyzEtbG-sxY,88973,52,3,407,1618,414,716,4949,989,367,1385,9022,276,2,0,1934,1073,0,2399,480,347,205,92,0,202,3082,4106,4,129,365,10,1122,0,618,1206,90,28,40994,102,16,304,79,16,672,960,1669,1,1,1166,1452,1,499,129,2610,22,2,1,637
0lg3TkB-bVs,Video 0lg3TkB-bVs,100,18,0,0,0,0,0,13,1,2,0,1,0,0,0,1,1,0,2,0,0,2,0,0,1,2,1,0,0,0,0,0,0,2,0,0,0,51,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,1,1,0,0,2
bV9Svms-LYY,Video bV9Svms-LYY,100,20,0,2,10,0,0,5,1,1,0,8,0,0,0,1,3,0,1,0,2,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,46,0,0,1,0,0,1,0,5,0,0,4,0,0,0,3,0,0,0,0,1
rqLXEQyMV08,Video rqLXEQyMV08,364,31,0,0,6,3,1,12,139,3,2,34,0,0,0,2,2,0,19,4,1,0,0,0,0,3,11,0,0,2,0,2,0,1,2,2,0,51,3,0,3,0,0,0,3,7,0,0,17,19,0,3,2,2,0,0,0,3
