video_id,title,total_comments,total_language_count,lang_Tamil,lang_Arabic,lang_Spanish,lang_Turkish,lang_Croatian,lang_Korean,lang_Japanese,lang_Slovenian,lang_Estonian,lang_unknown,lang_Albanian,lang_Kannada,lang_Malayalam,lang_Welsh,lang_French,lang_Nepali,lang_Somali,lang_Polish,lang_Hungarian,lang_Thai,lang_Persian,lang_Marathi,lang_Slovak,lang_Indonesian,lang_German,lang_Greek,lang_Czech,lang_Romanian,lang_Macedonian,lang_Catalan,lang_Gujarati,lang_Danish,lang_Afrikaans,lang_Lithuanian,lang_Bulgarian,lang_English,lang_Latvian,lang_Chinese (Taiwan),lang_Swedish,lang_Chinese (China),lang_Urdu,lang_Norwegian,lang_Vietnamese,lang_Filipino,lang_Punjabi,lang_Hindi,lang_Portuguese,lang_Swahili,lang_Hebrew,lang_Finnish,lang_Russian,lang_Dutch,lang_Ukrainian,lang_Bangla,lang_Telugu,lang_Italian
XXj8vGjpU3Q,Video XXj8vGjpU3Q,3010,43,0,24,126,30,13,173,133,10,20,152,2,0,0,147,13,0,61,41,20,2,4,0,8,74,50,1,17,23,1,16,0,9,18,1,0,1523,2,2,3,2,4,14,46,82,0,0,49,23,0,20,6,21,0,0,0,24
kaLyLpXfz1g,Video kaLyLpXfz1g,100,21,0,2,4,0,0,24,1,3,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9,1,0,0,1,0,0,1,23,0,0,0,0,0,0,1,0,0,1,7,2,0,2,5,0,0,0,0,1
fvcRdeE5SMM,Video fvcRdeE5SMM,11285,43,0,301,233,237,155,353,322,51,85,400,24,0,0,293,178,0,661,97,141,9,101,0,102,254,626,0,30,125,4,159,0,54,94,6,0,3785,6,1,76,7,23,143,149,998,0,0,399,195,0,108,12,79,5,0,0,204
mKAqbsvN,Video mKAqbsvN,540,29,0,0,7,2,0,187,5,1,3,13,0,0,0,8,6,0,17,1,1,3,0,0,0,50,15,0,0,0,0,3,0,0,4,0,0,171,0,0,1,0,0,1,3,10,0,0,7,4,0,3,4,8,1,0,0,1
T17AR8cVmto,Video T17AR8cVmto,20893,47,0,277,955,428,78,676,276,120,179,1728,44,0,0,557,242,0,706,213,90,26,63,0,121,426,1124,3,66,103,51,290,0,228,178,53,89,8320,7,2,88,14,9,213,212,547,0,0,575,276,1,110,680,187,58,1,0,203
Cz913rkgGkg,Video Cz913rkgGkg,913,41,0,3,20,7,2,231,11,4,4,68,3,0,0,23,5,0,21,5,1,13,2,0,0,75,9,1,2,22,0,2,0,0,9,0,1,281,1,1,4,2,0,3,1,16,0,0,28,3,1,4,7,7,0,1,0,9
Xo2LbyE8U6o,Video Xo2LbyE8U6o,5597,44,0,54,148,105,27,562,337,19,27,565,3,0,0,69,60,0,163,19,14,8,16,0,54,67,100,0,42,208,75,19,1,31,54,4,36,1757,1,0,7,5,2,35,75,75,0,0,136,29,0,22,354,53,24,0,0,135
GBd,Video GBd,1632,43,0,26,31,12,5,408,32,3,3,97,2,0,0,13,12,0,83,3,2,12,7,0,6,101,26,0,5,121,2,4,0,3,23,1,1,302,1,0,1,59,6,5,16,46,0,0,23,61,0,19,10,31,1,0,0,7
bZHchWQVfFk,Video bZHchWQVfFk,401,33,0,2,7,4,1,45,3,1,1,12,0,0,0,6,4,0,14,4,2,2,1,0,0,15,21,0,0,2,0,1,0,0,1,0,0,188,0,0,1,0,0,1,11,22,0,0,9,4,0,4,6,3,1,0,0,2
E1bGxyNLIdQ,Video E1bGxyNLIdQ,8234,45,0,123,564,125,32,239,430,29,59,308,2,0,0,169,115,0,244,136,59,18,38,0,15,144,554,0,20,30,5,76,0,38,40,21,8,3256,3,7,14,19,10,56,221,212,0,0,350,129,2,53,63,90,15,0,0,93
YxWowt5Oc9Y,Video YxWowt5Oc9Y,7599,42,0,32,166,18,14,753,151,19,30,202,11,1,0,157,50,0,165,69,31,10,7,0,10,391,275,2,9,26,3,30,0,31,60,0,0,4139,0,5,18,9,0,51,56,214,0,0,49,86,0,30,15,164,1,0,0,39
89fCmIOkL9o,Video 89fCmIOkL9o,100,17,0,0,4,1,1,27,7,1,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0
r4oJJCFxi5Y,Video r4oJJCFxi5Y,74,18,0,0,3,0,0,3,1,0,0,4,0,0,0,4,0,0,4,1,0,0,0,0,0,2,2,0,0,1,0,2,0,1,2,0,0,36,0,0,0,0,0,0,0,3,0,0,2,0,0,0,2,0,0,0,0,1
047UJ2uGF8M,Video 047UJ2uGF8M,3967,42,0,24,100,171,8,178,91,11,28,270,2,0,0,44,44,0,84,12,23,1,6,0,11,66,286,0,14,30,49,29,0,42,19,19,41,1082,0,1,17,3,0,52,37,357,0,0,53,261,0,28,314,20,17,0,0,22
vDSg2IaLzaU,Video vDSg2IaLzaU,306,25,0,0,0,5,2,112,18,0,0,16,0,0,0,1,4,0,8,3,0,0,0,0,1,10,8,0,0,9,2,1,0,0,1,1,0,77,0,0,0,0,0,0,3,7,0,0,9,1,0,0,3,1,0,0,0,3
Tel9LEfAzwI,Video Tel9LEfAzwI,26203,53,1,419,7155,209,92,613,59,203,177,1517,29,0,1,474,302,1,427,80,112,18,41,1,78,961,436,3,50,241,6,356,0,121,237,127,4,8012,12,4,24,59,16,222,122,1207,2,0,957,249,1,149,30,215,6,1,1,363
bp3dxrNOQ2M,Video bp3dxrNOQ2M,100,25,0,7,4,1,0,8,3,1,1,11,0,0,0,3,0,0,0,1,0,0,3,0,1,0,1,0,1,0,0,1,0,0,1,0,0,39,0,0,0,0,2,1,2,2,0,0,2,2,0,0,0,1,0,0,0,1
hPC0a4polfA,Video hPC0a4polfA,15997,44,0,18,213,61,134,849,72,68,145,593,17,2,0,357,288,0,470,88,80,81,1,0,45,2188,756,0,32,351,1,144,0,99,76,5,1,6644,7,1,55,10,0,227,284,644,0,0,145,208,0,160,38,217,3,0,0,119
wBb,Video wBb,290,29,0,0,10,5,0,39,37,2,1,30,0,0,0,1,4,0,5,4,1,0,0,0,2,2,7,0,1,20,0,2,0,0,4,0,0,82,0,0,0,3,0,2,8,5,0,0,4,5,0,1,0,2,0,0,0,1
SDKIUVFAPDU,Video SDKIUVFAPDU,100,20,0,0,6,0,0,13,2,0,0,9,1,0,0,3,0,0,2,0,0,0,0,0,1,0,2,0,1,0,0,3,0,0,1,0,0,45,0,0,0,0,0,2,1,0,0,0,3,2,0,0,1,1,0,0,0,1
6lvYvZQQ6hU,Video 6lvYvZQQ6hU,6638,44,0,240,328,86,66,264,162,47,50,397,4,0,0,85,72,0,209,182,41,12,59,0,28,77,149,0,37,303,1,52,0,22,29,4,2,2437,3,2,13,6,14,37,247,336,0,0,195,57,0,45,16,120,9,0,0,93
T8WVJWiJduM,Video T8WVJWiJduM,24653,50,0,151,1841,633,103,828,424,113,132,1306,24,0,1,442,279,0,793,192,158,17,41,1,47,333,2292,1,39,93,153,292,0,188,251,46,213,7906,7,1,81,26,10,168,337,540,0,1,843,317,1,101,2266,172,202,0,1,246
KWYiL5wL59g,Video KWYiL5wL59g,1673,36,0,2,25,5,8,343,11,4,11,154,0,0,0,58,9,0,81,6,10,17,0,0,6,154,88,0,3,7,0,2,0,10,7,1,0,423,0,0,4,15,0,17,56,46,0,0,21,8,0,8,10,33,0,0,0,10
NSgza,Video NSgza,308,32,0,3,5,3,2,39,9,1,3,29,0,0,0,5,4,0,10,0,0,2,0,0,0,40,9,0,1,5,0,1,0,7,3,0,0,96,1,0,1,0,0,5,2,9,0,0,3,3,0,2,2,2,0,0,0,1
yxMzkuGr-dM,Video yxMzkuGr-dM,8474,45,0,175,560,41,44,239,616,29,41,488,18,0,0,82,216,0,292,160,33,3,31,0,38,102,345,1,15,46,3,68,0,29,47,30,1,3366,2,2,13,8,7,42,109,184,0,0,516,166,0,23,33,69,1,0,0,140
disFDZpAuFc,Video disFDZpAuFc,2065,42,0,19,50,30,6,177,61,6,33,223,3,0,0,20,39,0,91,16,7,1,2,0,9,15,147,1,5,13,5,10,0,13,18,8,2,740,0,0,3,1,0,17,36,40,0,0,63,16,0,11,50,26,7,0,0,25
E3jqrktwBHM,Video E3jqrktwBHM,605,31,0,2,7,2,1,225,8,5,1,66,0,0,0,5,7,0,20,0,0,0,0,0,2,47,9,0,0,2,1,3,0,3,6,0,0,131,0,0,2,0,0,2,12,11,0,0,4,11,0,3,4,1,0,0,0,2
Q6TwhNc-v9o,Video Q6TwhNc-v9o,100,21,0,0,2,0,0,5,2,0,0,10,0,0,0,1,0,0,5,0,2,4,0,0,0,6,4,0,0,3,0,1,0,2,0,0,0,41,0,0,0,2,0,0,2,2,0,0,0,1,0,2,0,2,0,0,0,1
nFSV1bK6-kI,Video nFSV1bK6-kI,9050,44,0,12,176,33,30,1203,119,16,58,236,16,1,0,186,36,0,344,80,39,8,2,0,6,464,471,1,9,25,0,50,0,35,82,2,1,4221,2,3,23,7,1,44,99,319,0,0,181,133,0,52,5,177,0,0,0,42
lKdEeg9SNBQ,Video lKdEeg9SNBQ,1376,43,0,8,66,8,5,103,258,5,11,90,0,0,0,20,17,0,83,13,8,1,2,0,9,13,44,0,8,7,4,5,0,2,9,9,3,369,2,2,3,3,1,4,20,29,0,1,25,72,0,4,17,5,0,0,0,8
LZBI9wFGNDU,Video LZBI9wFGNDU,300,29,0,0,3,1,0,6,0,2,3,60,1,0,0,7,2,0,2,2,6,1,0,0,2,5,8,0,0,3,0,1,0,1,3,3,0,73,1,0,2,0,0,0,0,9,0,0,0,83,0,4,3,0,0,0,0,3
elvyqrEFjfA,Video elvyqrEFjfA,57,16,0,0,1,0,0,11,2,1,0,5,0,0,0,1,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,20,0,0,0,0,0,0,3,2,0,0,1,0,0,0,4,0,0,0,0,0
JPPqAw4q95A,Video JPPqAw4q95A,3600,43,0,39,91,23,15,101,363,12,18,122,3,0,0,168,23,0,104,21,18,7,11,0,9,74,54,0,19,44,3,21,0,9,28,2,1,1825,1,0,6,4,4,21,36,129,0,0,72,45,0,16,3,15,1,0,0,19
u,Video u,1765,37,0,38,91,7,12,66,76,25,14,85,4,0,0,35,23,0,55,22,7,0,7,0,25,23,42,0,9,18,0,17,0,5,12,10,0,689,0,1,4,0,2,15,14,47,0,0,155,47,0,11,0,14,0,0,0,38
DSxyNS6OFN4,Video DSxyNS6OFN4,669,37,0,1,10,4,6,91,32,1,1,32,1,0,0,26,3,0,18,5,2,36,0,0,8,12,20,0,1,2,0,2,0,4,5,1,1,292,0,0,0,2,0,5,1,4,0,0,13,5,0,9,5,4,0,0,0,4
CN4fffh7gmk,Video CN4fffh7gmk,100,24,0,1,4,0,1,15,5,1,2,9,1,0,0,3,0,0,0,1,0,1,0,0,1,3,4,0,1,0,0,1,0,1,0,0,0,34,0,0,1,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,2
BRLtNckWEhA,Video BRLtNckWEhA,697,34,0,0,16,3,0,74,15,1,1,38,0,0,0,9,12,0,12,2,4,20,2,0,2,26,35,0,1,3,0,4,0,4,13,3,1,306,0,0,0,0,0,4,27,19,0,0,7,7,0,4,6,11,0,0,0,5
qAFsD-duK2Y,Video qAFsD-duK2Y,561,36,0,5,27,27,4,44,48,2,4,59,1,0,0,4,7,0,12,6,3,0,0,0,2,5,21,0,9,9,0,2,0,2,4,0,0,171,0,5,0,6,1,6,25,7,0,0,14,5,0,1,1,7,0,0,0,5
qPPWvnv1iDk,Video qPPWvnv1iDk,4587,44,1,29,79,102,17,244,143,10,48,440,5,0,0,45,74,0,140,40,3,1,14,0,18,51,283,1,12,17,24,9,0,29,33,11,34,1978,0,1,8,4,0,9,62,66,0,0,113,42,0,31,213,38,14,0,0,51
R8b8mgDTxD4,Video R8b8mgDTxD4,684,36,0,4,15,17,8,122,104,0,5,60,0,0,0,6,5,0,11,1,3,1,3,0,3,1,13,0,6,10,0,3,0,3,1,1,0,177,0,17,0,23,0,3,12,7,0,0,14,5,0,4,1,5,0,0,0,10
,Video ,100,27,0,0,2,0,0,21,2,1,0,10,0,0,0,2,4,0,1,0,1,5,0,0,0,4,1,0,2,2,1,2,0,1,2,1,0,25,0,0,0,2,0,1,1,2,0,0,0,0,0,1,1,0,0,0,0,2
Lk8zB5VId3E,Video Lk8zB5VId3E,100,16,0,0,1,0,0,11,2,0,0,1,0,0,0,22,1,0,0,0,0,3,0,0,1,7,2,0,0,0,0,1,0,0,1,0,0,43,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0
wGmlMTJ9vhE,Video wGmlMTJ9vhE,439,36,0,9,11,10,0,85,16,3,8,51,0,0,0,6,0,0,7,1,2,0,2,0,1,6,6,0,2,1,2,1,0,5,4,0,0,147,0,1,0,1,1,2,6,22,0,0,2,3,0,3,7,1,3,0,0,1
MMaqjLHLgL0,Video MMaqjLHLgL0,222,19,0,4,2,0,0,64,0,0,0,16,0,0,0,2,8,0,10,0,0,0,0,0,0,4,2,0,2,15,2,0,0,0,0,0,0,67,0,0,0,0,0,2,2,8,0,0,2,0,0,0,0,6,0,0,0,4
L51,Video L51,2684,39,0,10,128,23,6,98,382,15,11,120,0,0,0,111,32,0,63,39,5,6,4,0,10,47,54,0,2,82,0,16,0,4,5,19,2,1043,2,3,0,0,4,9,54,58,0,0,90,69,0,5,10,22,0,0,0,21
vMFq0e-uOy8,Video vMFq0e-uOy8,636,21,0,0,4,2,0,298,18,0,6,32,0,0,0,2,7,0,36,4,0,0,0,0,2,12,8,0,0,2,0,2,0,0,0,0,0,176,0,0,0,0,0,0,0,15,0,0,2,1,0,2,0,5,0,0,0,0
YOv1EbQyh1U,Video YOv1EbQyh1U,5941,40,0,38,130,20,11,777,131,20,24,148,8,0,0,148,32,0,142,56,35,8,4,0,3,218,222,0,8,16,1,20,0,21,48,4,3,3081,0,0,9,3,0,33,36,182,0,0,70,66,0,31,13,103,0,0,0,18
W9ez2xHCpEg,Video W9ez2xHCpEg,1559,43,0,75,42,27,1,108,5,6,21,150,1,0,0,12,10,0,49,5,2,3,10,0,5,51,25,0,4,102,2,7,0,6,13,7,3,603,1,0,3,4,2,10,8,17,0,0,16,49,0,12,41,25,2,0,0,14
vQtxp9Nv-hg,Video vQtxp9Nv-hg,823,37,0,1,14,2,1,243,6,6,7,37,0,0,0,19,5,0,17,6,1,14,0,0,2,34,20,0,1,2,0,1,0,2,3,4,0,319,0,0,1,1,0,4,2,19,0,0,7,9,0,2,3,4,2,0,0,2
jucstn9Uonk,Video jucstn9Uonk,100,17,0,0,13,0,0,2,1,0,0,14,0,0,0,3,2,0,2,0,0,0,0,0,0,0,4,0,0,1,0,0,0,2,0,0,0,37,0,0,0,0,0,5,0,1,0,0,7,1,0,4,0,0,0,0,0,1
GWlt85wdc7c,Video GWlt85wdc7c,5223,42,0,12,37,16,20,655,27,15,66,76,5,0,0,134,29,0,156,15,13,23,2,0,13,488,228,0,9,28,0,8,0,12,85,5,3,2559,3,0,12,3,1,34,31,114,0,0,68,57,0,88,5,55,2,0,0,11
SWqPa-pnbq4,Video SWqPa-pnbq4,100,20,0,0,2,0,1,3,13,0,0,3,0,0,0,20,2,0,6,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,34,0,0,0,0,0,0,2,3,0,0,1,2,0,2,1,0,0,0,0,1
JzQjUaCZTTs,Video JzQjUaCZTTs,505,36,0,13,8,39,1,38,73,4,2,64,1,0,0,5,15,0,11,3,3,1,8,0,3,4,13,0,11,22,0,5,0,0,1,0,0,101,0,3,0,2,0,6,11,5,0,0,5,8,0,3,3,5,0,0,0,5
WxcScdGJjtY,Video WxcScdGJjtY,602,36,0,13,24,4,1,45,6,11,4,103,0,0,0,12,11,0,23,1,3,0,0,0,8,31,12,0,5,9,1,8,0,4,8,0,1,172,0,0,0,4,2,2,4,13,0,0,15,6,0,8,9,17,0,0,0,2
QCEeQTOdmlc,Video QCEeQTOdmlc,9126,44,0,19,177,21,157,1445,47,62,72,324,3,0,0,153,94,0,207,32,38,71,2,0,16,914,342,1,6,121,1,141,0,37,96,5,2,3509,1,0,32,14,1,111,120,253,0,0,77,52,0,91,30,160,2,0,0,67
odWEgcH4E2Y,Video odWEgcH4E2Y,300,24,0,0,3,0,1,56,1,0,0,15,0,0,0,9,1,0,3,2,0,0,0,0,0,10,4,0,0,4,0,2,0,2,8,0,0,154,0,0,0,1,1,1,0,8,0,0,0,0,0,1,2,9,0,0,0,2
KxXHigZNbCg,Video KxXHigZNbCg,93,13,0,0,1,0,0,29,1,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,4,0,0,2,1,0,0,0,0,0,0,0,1
fa9Vzvq27bY,Video fa9Vzvq27bY,2463,40,0,8,41,11,13,566,33,4,14,102,0,0,0,22,27,0,100,18,6,51,2,0,4,82,171,0,14,4,1,17,0,7,19,2,2,878,0,0,3,5,0,8,24,43,0,0,58,22,0,47,14,11,2,0,0,7
fIbP2VsJ4HQ,Video fIbP2VsJ4HQ,4035,45,0,44,72,93,36,255,62,41,11,424,14,0,0,47,67,0,149,29,12,0,19,0,27,51,147,1,43,42,13,17,0,36,75,2,19,1412,1,2,24,1,6,22,89,108,0,0,80,130,1,72,149,35,16,0,0,39
qcQHtJ2DlnQ,Video qcQHtJ2DlnQ,210,30,0,2,1,1,2,48,9,2,0,17,2,0,0,4,2,0,3,0,0,2,0,0,0,6,6,0,2,5,0,0,0,2,3,0,1,61,0,0,0,1,0,3,6,11,0,0,1,2,0,2,2,0,0,0,0,1
UJn1cSFtRbk,Video UJn1cSFtRbk,7328,46,0,100,137,494,33,408,138,38,60,706,6,0,0,117,147,0,600,14,46,7,80,0,15,161,277,2,12,220,23,275,0,46,45,13,35,1937,3,0,11,6,20,62,52,208,0,0,171,45,1,90,190,154,32,2,0,89
BLRbN-fptmY,Video BLRbN-fptmY,71,20,0,1,3,1,0,9,8,1,0,9,0,0,0,1,0,0,2,1,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,1,0,21,0,0,1,0,0,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0
K4paFn9dwfI,Video K4paFn9dwfI,300,29,0,3,19,1,1,14,0,3,7,28,0,0,0,4,4,0,6,0,0,0,0,0,1,7,7,0,1,2,0,0,0,2,4,0,0,143,0,0,0,0,0,2,0,8,0,0,3,1,0,5,14,2,1,3,0,4
RbctNBlXBJc,Video RbctNBlXBJc,100,23,0,2,6,3,0,1,0,1,1,15,0,0,0,1,4,0,3,1,1,0,0,0,0,2,0,0,1,2,0,0,0,2,1,0,0,35,0,0,0,0,0,6,0,4,0,0,6,0,0,1,0,1,0,0,0,0
IAYgqpqS4KI,Video IAYgqpqS4KI,598,35,0,18,19,6,1,31,52,1,1,133,0,0,0,12,5,0,9,6,5,0,4,0,5,0,23,0,3,10,0,6,0,0,1,4,0,148,3,0,0,1,1,3,35,19,0,0,9,8,0,4,3,6,0,0,0,3
Crz,Video Crz,100,25,0,6,3,1,0,2,0,0,0,9,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,2,1,1,1,56,0,0,0,0,0,1,0,1,0,0,2,1,0,1,3,1,0,0,0,1
A4M374LrYTs,Video A4M374LrYTs,100,12,0,0,0,0,0,70,0,0,0,4,0,0,0,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0
OhKccbQZyr8,Video OhKccbQZyr8,5301,44,0,14,114,36,18,42,12,8,27,148,11,0,0,176,29,0,211,57,32,92,2,0,3,158,334,0,8,10,4,36,0,42,75,2,3,2837,1,1,23,9,1,72,116,155,0,0,120,87,0,48,18,77,4,0,0,28
,Video ,947,36,0,7,26,5,2,40,24,3,6,53,0,0,0,11,8,0,48,10,5,2,0,0,1,29,61,0,2,7,1,3,0,2,23,0,0,413,0,0,2,0,0,3,40,47,0,0,26,3,0,8,2,13,2,0,0,9
RfJ6zqSFlOM,Video RfJ6zqSFlOM,7089,41,0,23,128,16,14,349,82,23,37,167,21,0,0,148,42,0,208,32,28,14,15,0,5,368,212,0,5,26,3,40,0,26,56,3,0,4385,1,0,10,5,5,31,49,153,0,0,61,80,0,38,11,134,0,0,0,35
aw4quiPm57I,Video aw4quiPm57I,1597,33,0,0,55,9,0,136,100,3,7,68,1,0,0,19,16,0,17,16,3,4,0,0,0,20,16,0,1,6,0,5,0,16,17,0,0,905,0,0,1,4,0,12,32,39,0,0,36,18,0,1,1,7,0,0,0,6
wdpjkpU9vng,Video wdpjkpU9vng,755,40,0,12,13,7,2,120,6,3,4,62,1,0,0,9,6,0,11,8,1,2,2,0,5,32,13,0,6,7,0,8,0,6,5,1,2,297,1,0,2,0,1,14,3,14,0,0,8,25,0,9,17,5,0,0,0,5
6RI4R3Wwob4,Video 6RI4R3Wwob4,3064,39,0,8,49,11,13,486,33,12,11,97,1,0,0,23,18,0,62,19,8,83,2,0,9,88,118,0,3,21,0,8,0,8,19,4,0,1455,0,0,6,4,0,27,70,146,0,0,47,25,0,6,24,21,1,0,0,18
JyzHPnS,Video JyzHPnS,273,25,0,1,3,1,1,124,4,0,0,12,0,0,0,1,1,0,6,0,0,1,0,0,1,16,8,0,0,0,0,0,0,0,2,0,0,67,0,0,0,0,0,1,2,5,0,0,4,6,0,2,2,1,0,0,0,1
loPVNjGkrz4,Video loPVNjGkrz4,7769,40,0,16,147,8,22,751,174,9,18,137,12,0,0,142,35,0,165,76,16,16,2,0,8,195,227,0,8,10,0,19,0,23,88,0,2,4886,0,2,18,6,0,29,61,123,0,0,66,70,0,23,11,111,1,0,0,36
1Vy82Zj4KIw,Video 1Vy82Zj4KIw,10857,44,0,93,686,89,40,246,45,40,45,182,12,0,1,206,167,0,261,51,25,7,20,0,15,320,362,0,16,38,9,136,0,90,123,15,29,6128,9,0,34,4,8,81,93,246,0,0,299,94,0,51,293,63,14,0,0,71
,Video ,300,35,0,17,12,2,2,22,0,5,3,23,1,0,0,6,4,0,11,1,4,0,1,0,16,10,5,0,3,2,0,3,0,2,4,0,0,107,0,0,0,2,1,1,1,6,0,0,6,4,0,5,5,1,0,0,0,2
TPpmOzpHiE0,Video TPpmOzpHiE0,15842,44,0,297,559,162,37,430,359,59,145,704,16,0,0,500,173,0,402,223,118,18,73,0,43,287,440,0,24,44,4,93,0,59,115,17,3,8402,14,8,20,9,16,97,422,463,0,0,321,271,0,85,38,159,2,0,0,111
aPbkaDp4wF0,Video aPbkaDp4wF0,410,35,0,5,23,5,6,20,52,1,2,23,1,0,0,5,8,0,11,3,1,0,0,0,2,5,8,0,3,2,0,1,0,4,2,3,0,166,1,0,0,0,0,3,3,3,0,0,12,13,0,2,2,1,0,0,0,8
nF1zZIETE5k,Video nF1zZIETE5k,100,15,0,0,1,0,0,55,0,0,0,8,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,20,0,0,0,0,0,1,0,3,0,0,2,1,0,2,0,0,0,0,0,2
OF9cNHrWKw4,Video OF9cNHrWKw4,996,33,0,4,18,1,3,379,22,3,3,72,3,0,0,6,12,0,8,0,4,49,0,0,4,40,14,0,2,13,0,3,0,0,3,0,0,261,0,0,0,5,0,6,8,23,0,0,8,7,0,2,2,5,0,0,0,3
2yMrvAvgnow,Video 2yMrvAvgnow,716,38,0,9,23,21,1,36,80,6,2,52,0,0,0,5,26,0,18,3,6,2,1,0,6,3,14,0,6,7,0,3,0,2,6,5,0,271,2,0,1,1,0,5,12,18,0,0,10,10,0,15,9,8,0,0,0,11
XAeTLwHEg1Q,Video XAeTLwHEg1Q,399,36,0,1,12,5,3,81,40,1,1,41,0,1,0,6,5,0,5,13,2,3,1,0,1,2,8,0,0,3,0,1,0,2,1,0,2,93,0,0,1,1,0,0,16,22,0,0,13,3,0,2,2,1,0,0,0,4
MHNthD09BOQ,Video MHNthD09BOQ,3968,42,0,44,106,42,10,137,52,8,29,130,3,0,0,90,20,0,119,26,10,2,5,1,6,42,77,0,11,18,0,25,0,9,14,10,0,2550,2,0,7,3,3,12,55,143,0,0,39,36,0,30,2,24,1,0,0,15
puZ90NlBx0M,Video puZ90NlBx0M,432,30,0,0,13,0,3,50,22,0,4,58,0,0,0,4,2,0,18,2,0,24,2,0,0,39,6,0,0,3,0,11,0,2,2,0,2,110,0,0,2,0,0,0,8,8,0,0,9,4,0,2,10,6,2,0,0,4
DJMura9hzIU,Video DJMura9hzIU,100,12,0,0,0,1,0,59,1,0,0,1,0,0,0,23,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
OzlhLNfiS9c,Video OzlhLNfiS9c,200,25,0,0,10,0,0,15,8,1,0,6,0,0,0,15,2,0,17,0,2,1,0,0,0,15,3,0,0,1,0,1,0,0,1,1,0,82,0,1,1,0,0,0,2,7,0,0,2,3,0,2,0,0,0,0,0,1
nAW4uqc-7T4,Video nAW4uqc-7T4,5900,43,0,214,226,56,17,52,45,29,56,430,7,0,0,74,113,0,805,48,32,4,35,0,17,82,121,0,71,25,0,58,0,36,44,11,1,1887,2,0,21,3,10,40,82,75,0,1,122,792,0,40,9,74,2,0,0,31
NAoe7Ihf0XI,Video NAoe7Ihf0XI,735,41,0,9,34,23,3,24,103,7,5,56,1,0,0,8,17,0,16,10,5,2,2,0,7,6,19,0,5,10,1,8,0,3,3,2,0,188,1,1,0,2,1,3,20,15,0,0,47,46,0,1,3,5,0,0,0,13
Re7cRYdFP7A,Video Re7cRYdFP7A,506,33,0,0,12,6,1,64,22,2,12,14,2,0,0,4,5,0,15,3,0,0,0,0,0,59,10,0,3,8,0,1,0,2,7,2,0,173,0,0,0,2,0,9,4,29,0,0,8,2,0,6,2,10,2,0,0,5
7fHfjAe3YYc,Video 7fHfjAe3YYc,303,33,0,2,8,0,4,135,1,1,1,16,0,0,0,2,1,0,7,1,0,1,0,0,1,31,5,0,1,4,0,1,0,0,2,0,1,54,0,0,1,2,1,2,0,2,0,0,4,1,0,4,2,2,0,0,0,2
afUKyuYkqSI,Video afUKyuYkqSI,4522,44,0,84,103,152,23,574,114,34,12,221,15,0,0,35,37,0,110,27,4,3,14,0,5,100,193,0,10,28,16,11,0,22,70,4,49,1747,0,1,11,4,1,31,42,56,0,0,70,175,1,40,217,14,26,0,0,16
cQA7VKSvXFM,Video cQA7VKSvXFM,313633,56,9,6604,28860,3572,1706,21080,3120,3641,2757,17988,510,3,33,2210,3359,4,16415,1749,1382,1168,1708,4,1259,8435,7636,58,2726,9841,190,2253,2,1375,3691,1472,298,106417,100,29,480,132,365,2240,5327,5121,1,37,10196,9808,22,4591,3624,4049,265,75,2,3634
xV6DuOrAWbQ,Video xV6DuOrAWbQ,564,38,0,0,6,2,2,95,15,2,2,24,0,0,0,33,1,0,35,3,3,11,1,0,3,33,20,0,2,1,0,1,0,5,3,0,2,183,0,0,6,1,1,9,6,8,0,0,11,3,0,16,5,4,1,0,0,5
TGFFHmZ0-NY,Video TGFFHmZ0-NY,878,38,0,5,21,31,4,77,18,2,2,97,1,0,0,8,9,0,10,5,1,0,1,0,6,11,27,0,0,1,4,6,0,5,9,0,8,333,1,0,4,0,0,7,9,42,0,0,16,3,0,5,66,9,7,0,0,7
