youtube_id,title,total_languages,ace,ar-Latn,bbc,bn-Latn,br,ceb,co,en,es,fil,fr,gv,hi,hi-Latn,hr,hu,id,ilo,it,ja,ja-Latn,kha,ko,lus,om,pam,pt,ru-Latn,rw,sk,te-Latn,th,tiv,uk-Latn,und,zh-CN,zh-TW
Kg7KQotNgKA,𝑨𝒏𝒈𝒆𝒍𝒔 𝒉𝒂𝒗𝒆 𝒑𝒊𝒏𝒌 𝒉𝒂𝒊𝒓 💓💓#aespa #에스파 #GISELLE #지젤 #shorts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLRbN-fptmY,"TWICE REALITY ""TIME TO TWICE"" TDOONG POCHA EP.03 Highlight#3 #TWICE #TWICEREALITY #TIMETOTWICE #TTT",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dHz35uVUTyQ,BLACKPINK WORLD TOUR [BORN PINK] LAS VEGAS ENCORE HIGHLIGHT CLIP,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vrZPnpaT3Ts,BLACKPINK - ‘B.P.M.’ Roll #26,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8V5yzu158XE,[ae:scenes] 🩷30주년 축하해요🩷 | aespa 에스파 SMTOWN LIVE 2025 @SEOUL Behind,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0E5YMIUgpAU,BLACKPINK WORLD TOUR [BORN PINK] DALLAS HIGHLIGHT CLIP,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x0Lo7nqjMoc,Virtual Insanity! 🚀 #TAEYONG #태용 #VirtualInsanity #SHALALA #Shorts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
y_xBoYMjWik,BLACKPINK #PinkVenomChallenge Coming soon! #JISOO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QHD8M6PswwU,"지금 올린 challenge, click click 👆💞 #IVE #아이브 #GAEUL #가을 #ATTITUDE #REBELHEART #Shorts",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hk0Xgy03UIA,#BLACKPINK 만 남아🖤💖 #JISOO_FLOWER #지수꽃 #JISOO #지수 #JENNIE #제니 #ROSÉ #로제 #LISA #리사 #FLOWERchallenge,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TWnjHmBrhNs,CHANYEOL 찬열 'Clover' Dance Practice,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yzAA-8CrWCY,JAEHYUN 재현 'Can't Get You' (Official Audio),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TI3sxvPUCEo,Can you hear my Whip-Whiplash🦊 with #KEENA#aespa #WINTER #Whiplash #FIFTYFIFTY #shorts,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4y6J62no6yk,Smile ~ 🙂 #IVE #아이브 #ANYUJIN #안유진 #ATTITUDE #REBELHEART #Shorts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y4Tr8LE5yV4,NewJeans (뉴진스) 'Right Now' Dance Practice (Fix ver.),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l_eiDqD4MDg,[ae:scenes] 예쁘게 나왔으면 좋겠당😍 | 에스파 닝닝 얼루어 코리아 화보 비하인드 (aespa NINGNING Allure Korea Photoshoot Behind),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QIbfPcIfl64,Mr. Rover rover rover 🐻🤍🐶💚 #카이 #KAI #정우 #JUNGWOO #Rover #KAI_Rover #RoverChallenge,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E1ZqORJgcEw,she cannot beat my outfit#aespa #æspa #에스파 #Whiplash #aespaWhiplash #shorts,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U-xPx62zMds,ωнιρ⋆.ωнιρℓαѕн⋆⭒˚.⋆ #aespa #KARINA #Whiplash #shorts,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wsSmCuFyJAo,[🎂] 🧡닝닝이만 사랑하겠습니다🧡 | Happy NINGNING’s Day🐯,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
klbdGv5Bz3U,붉게 타버려진 #지수 와 #영지 🌹 #JISOO_FLOWER #지수꽃 #ME #JISOO #BLACKPINK #블랙핑크 #FLOWERchallenge,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yClGpsAUm84,EXO-SC 세훈&찬열 'Nothin’' Track MV (CHANYEOL Solo),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zfCo-X7UmKI,BLACKPINK - ‘B.P.M.’ Roll #8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8H40GIXZAqk,잊지는 마(Ho) 내사랑을(흐아) | 2025 aespa LIVE TOUR - SYNK : PARALLEL LINE Concert in EUROPE Behind,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8eGoPXPUEg8,"TWICE REALITY ""TIME TO TWICE"" TDOONG High School Season 3 EP.01",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1WsSY1I17gw,BTS (방탄소년단) 'Butter' in 노래방,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1y2wwngjpg,목요일🌰,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tnd-MzvtmfY,[LENIVERSE] 오늘은 내가 도시락 요리사🍱 | 혼자서도 맛있게 잘해요! | EP.53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8zUlnoHjJV4,우린 이유를 묻지 않아도 필요한 사이 👰‍♀️❤️‍🔥 #IVE #아이브 #JANGWONYOUNG #장원영 #REBELHEART #Shorts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dj2nNhZVrOw,IVE가 정할게 👑🖤 #IVE #아이브 #ATTITUDE #REBELHEART #Shorts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZZh295Y_go,us when we see that our baby's all grown up #LE_SSERAFIM#르세라핌#SAKURA#사쿠라#KAZUHA#카즈하#HONGEUNCHAE#홍은채,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0QG5p1pXtaA,[EPISODE] LE SSERAFIM (르세라핌) FAN MEETING ‘FEARNADA’ 2024 S/S - JAPAN Behind (7/30~31),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QlzWHuvD-9g,i watched Jungkook's 'I AM STILL' movie... (SPOILERS),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LZBI9wFGNDU,FILM : KAI #Rover,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MbOXI-S-k14,혼자서 하려니까 너무 긴장되고😖 | CHANYEOL 찬열 'Black Out' 음악방송 대기실 Behind The Scenes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89fCmIOkL9o,"Seungmin ""Hold On"" | [Stray Kids : SKZ-RECORD]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FUvdnUUqU2w,#IVE #IVE_EMPATHY 'IVE'S WEEK' DAY 2 🫶 #Shorts,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VLpUsmBafMQ,BLACKPINK - ‘Pretty Savage’ Live at Coachella 2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FKdtTbkkU1Y,NCT DOJAEJUNG 'Perfume' Launch Day Recap Video📹 ✨,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q5tmSFR8uHk,luther Covered by IVE REI (#Shorts ver.) #IVE #아이브 #REI #레이 #ATTITUDE #REBELHEART #DIVE_INTO_IVE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vLV5z7RYdOs,"I got everything you, Whip-Whiplash💥 with #NATTY #BELLE #GISELLE #NINGNING #Whiplash #KISSOFLIFE",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pLc56tbJ6JI,➕We got the bounce➕ #SHALALA_Challenge With #인탁 #TAEYONG #태용 #SHALALA #Shorts,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rejl6KNXbgo,[슈취타] EP.5 SUGA with 타블로,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyzcC5XPuZI,#TalkthatTalk Challenge✌ with #공승연💕,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4kOyH1L_3uQ,🫱𝘬𝘬𝘶𝘻𝘶𝘤𝘩𝘢𝘦🫲 #LE_SSERAFIM #르세라핌 #SAKURA #사쿠라 #KAZUHA #카즈하 #HONGEUNCHAE #홍은채 #LE_SSERAFIM_HOT ❤️‍🔥,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XZOqWmRYk1M,"Me, Myself, and SUGA ‘Wholly or Whole me’ ​Photoshoot Sketch",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oaj531BuP0E,DOYOUNG 도영 '쉼표 (Rest)' | 청춘의 포말 (YOUTH) Playlist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pGQzt0VEP14,BLACKPINK - [BORN PINK] OFFLINE FAN SIGNING EVENT,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nsWtjfJ4jGE,Come over and watch #HUHYUNJIN dance ⌁❤︎⌁ #LE_SSERAFIM #르세라핌 #허윤진 #LE_SSERAFIM_HOT ❤️‍🔥 #ComeOver,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RmRiTTTPncw,XIUMIN 시우민 '이유 (You)' @XIUMIN’s Let It XIUnow,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC8tFzvjOhI,8 PAC | QUESTION BUCKET🪣❓ EP.4 | NCT U ‘The BAT’,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RJHHlFJ2xEs,#YEONJUN is burning 𝓗𝓞𝓣🦊🔥 #LE_SSERAFIM #KIMCHAEWON #LE_SSERAFIM_HOT ❤️‍🔥 #TOMORROW_X_TOGETHER #TXT,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0GNzufIeum8,🌹🐰🐱🍑🐯 : Welcome to the 𝑩𝒂𝒈𝒈𝒚 𝑩𝒐𝒚𝒔 𝑪𝒍𝒖𝒃 👖✨,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-wUIoIM0BCQ,(🔉ON) HOT FEARNOT energy#LE_SSERAFIM #르세라핌#LE_SSERAFIM_HOT ❤️‍🔥 #shorts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T3IkMH76XoA,Cover | JISUNG - 마음 (아이유(IU)),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3Ms-CJoUUe4,KAI 카이 'Peaches' Performance Video,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTM7_RX2T4,JAEHYUN ‘Smoke’ Recording Behind the Scenes,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NZHZ10ZyEk0,[DINO’S DANCEOLOGY] Post Malone - Hollywood’s Bleeding,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ec0Z1v7jKDQ,NewJeans (뉴진스) ‘How Sweet’ Performance Video | Coke Studio,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Am0P4a0qB3E,Agust D '대취타' Live Clip (full ver.) | SUGA: Road to D-DAY,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3Ci9yGZ0Lo,ᵐᵉᵒʷˎˊ˗ /ᐠ ̥ ̮ ̥ ᐟ\ฅ #aespa #에스파#KARINA #카리나 #shorts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XpEhjawv7Qk,눈부신 지민과 로꼬와 함께 💐 #지민 #Jimin #SGMB #Jimin_MUSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r4oJJCFxi5Y,"Stray Kids ""MIROH"" Dance Practice Video (Heart ver.)",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pgfmiRxbD9g,"TWICE ""ONE SPARK"" Dance Practice Behind",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WwjcQGui6bI,[슈취타] EP.6 SUGA with 이성민,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0YFWS4QIp3s,{LOEN TV} IU(아이유) - 전국투어 복습편 (4단고음 인증!),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wb7dDxDNvtc,네 주위를 맴돌아🌀 24 hour whoa! 🐶🐾🤎 (🎥by #JAEHYUN),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepaW8VtnWk,𝑙𝑖𝑔ℎ𝑡 𝑡ℎ𝑒 𝑓𝑙𝑎𝑚𝑒🐦‍🔥 @ 2025 LE SSERAFIM TOUR 'EASY CRAZY HOT' IN INCHEON #LE_SSERAFIM #르세라핌,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACMyNeYeSrc,DY: A day trip to Lake Como ⛰#Vlog #LakeComo #ITALY #코모 #이탈리아 #DY_Day_in_my_life #DOYOUNG#도영 #shorts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oiIML2cnBYU,크리스마스 홈파티🎄도 하고 ⛄️ 조명도 만들고 | 성쇼 오늘 무해?! Ep.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ceX3huxNqso,[TIME TO TWICE] 알바트둥 THE PART-TIMER EP.01 | TWICE REALITY,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32CtDfkoH2A,BTS RM & Megan 'Neva Play' NEW SONG!,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YU5Mu0S3hLU,That's HOT #SANA 🩶✨ #LE_SSERAFIM #르세라핌 #SAKURA #사쿠라 #LE_SSERAFIM_HOT ❤️‍🔥 #TWICE #트와이스 #사나 #shorts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Vy82Zj4KIw,"Stray Kids ""Back Door"" Dance Practice Video (Uniform ver.)",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-SyNyQGxhEI,TEN 텐 'Lie With You' Track Video,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fv1JI32xV_k,BLACKPINK WORLD TOUR [BORN PINK] MELBOURNE HIGHLIGHT CLIP,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WYljZh_zIo4,Whip☁️Whiplash☁️ᯓ★#aespa #WINTER #Whiplash #shorts,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t4VDwOEEZEU,"BTS 2025 GRAMMYs Nominations FYC | RM, J-Hope, Jimin, V & Jungkook",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IhwMEPtEKeM,Cheese photo (with 채연) 🧀📸  #SUHO #EXO #엑소 #이채연 #LEECHAEYEON #Cheese #CheeseChallenge,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kfbd6tM9MhM,EXO PLANET #5-EXplOration – SURROUND VIEWING TEASER,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vNFTtDh4mEg,BLACKPINK WORLD TOUR [BORN PINK] KAOHSIUNG HIGHLIGHT CLIP,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xEDBlL--B94,Super Nightwalker😈🌃🐾👣 #TEN #李永钦 #텐 #Nightwalker#여자아이들 #GIDLE #민니 #MINNIE #NCT #WayV #威神V,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b2YAFV8CdOQ,NOW~~~~~~ #SUHO #수호 #EXO #엑소 #weareoneEXO #점선면 #수호_점선면 #수호_점선면_1to3 #1to3Challenge,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
